t,x,y,z,diff_norm
10.3025,-10.955645542466153,-11.83251512128809,29.10092505203212,4.892084642977649e-06
10.305,-10.9765394214175,-11.77105222350751,29.23004630670834,4.873366513258353e-06
10.307500000000001,-10.995357664847536,-11.706169990768352,29.357165400085208,4.853827005464152e-06
10.31,-11.01206803355139,-11.63792887827685,29.48213564793367,4.8335403843574025e-06
10.3125,-11.02664041436968,-11.566395756380663,29.604811729433624,4.812577458070152e-06
10.315,-11.039047385873914,-11.491642528235651,29.72505290635853,4.791138326378576e-06
10.3175,-11.049263806928973,-11.41374775633128,29.84272124422271,4.769188005576118e-06
10.32,-11.057266646579205,-11.332797237933445,29.95767946721996,4.746850581631483e-06
10.3225,-11.063035875279134,-11.248881631984995,30.069795356577156,4.724250941911222e-06
10.325000000000001,-11.066554466397696,-11.162096455179517,30.178941758554615,4.7015072044895335e-06
10.3275,-11.067808396218235,-11.072542081961537,30.2849965844459,4.678730094830218e-06
10.33,-11.06678664393852,-10.980323744526139,30.38784281057827,4.656022330863277e-06
10.3325,-11.063481191670736,-10.885551532819225,30.487368478312373,4.633478018885906e-06
10.335,-11.057887024441477,-10.788340394537368,30.583466694042393,4.611181991614163e-06
10.3375,-11.050002130191766,-10.688810135128103,30.676035629195773,4.589209216348144e-06
10.34,-11.039827483690683,-10.58708519311802,30.764978625552565,4.567658613287285e-06
10.3425,-11.027366745035213,-10.483290366547173,30.850206364210194,4.5466582882756825e-06
10.345,-11.012626804178836,-10.37755675503429,30.9316344208437,4.526209971540317e-06
10.3475,-10.995617705128534,-10.270018867276672,31.009184397447854,4.506417318534149e-06
10.35,-10.976352506872951,-10.160812529277646,31.08278485541373,4.487371675235213e-06
10.352500000000001,-10.954847283382417,-10.05007488434677,31.15237131552855,4.469151424884234e-06
10.355,-10.931121123609005,-9.93794439310009,31.21788625797551,4.451821439629903e-06
10.3575,-10.905196131486436,-9.82456083345965,31.279279122334103,4.4354325473939215e-06
10.36,-10.87709742593014,-9.710065300653826,31.336506307579906,4.42002110457093e-06
10.3625,-10.84685314083722,-9.594600207217148,31.389531172084677,4.4056086395345975e-06
10.365,-10.814494425086536,-9.47830928299064,31.4383240336162,4.392201587712678e-06
10.3675,-10.780054847897913,-9.361335470155764,31.48286161312132,4.379881494806132e-06
10.370000000000001,-10.743570226747485,-9.24381962221577,31.52312682016146,4.368602258419119e-06
