R,L,Ke,Kt,Im,bm,V_step,omega_ss,tau_est,runtime_s,n_points,rtol,atol
1.0,0.5,0.1,0.1,0.01,0.001,6.0,50.74117623338982,1.108,0.0020862999990640674,1001,1e-06,1e-08
