t,i,omega
1.344,3.148618048858313,39.23468182030473
1.346,3.1443272636610367,39.28975874852678
1.348,3.140031638622137,39.34473883278188
1.35,3.135731231777674,39.39962199608082
1.352,3.1314261009676563,39.45440816251307
1.354,3.1271163038360377,39.50909725724672
1.356,3.122801897830721,39.563689206528544
1.358,3.118482940203555,39.61818393768394
1.36,3.114159488010338,39.67258137911696
1.362,3.109831598110813,39.72688146031031
1.364,3.1054993271686726,39.78108411182534
1.366,3.101162731651555,39.83518926530208
1.368,3.0968218678310464,39.88919685345917
1.37,3.0924767917826808,39.94310681009391
1.372,3.088127559385938,39.99691907008226
1.374,3.083774226324247,40.050633569378846
1.376,3.0794168480849837,40.1042502450169
1.378,3.075055479959469,40.15776903510834
1.38,3.0706901770429744,40.21118987884372
1.382,3.0663209942347174,40.26451271649225
1.384,3.061947986237862,40.317737489401786
1.386,3.0575712075595205,40.37086413999884
1.388,3.0531907125107525,40.42389261178856
1.39,3.048806555206564,40.47682284935477
1.392,3.04441878956591,40.52965479835991
1.394,3.0400274693116907,40.58238840554509
1.396,3.0356326479707554,40.63502361873008
1.398,3.0312343788739,40.68756038681328
1.4,3.026832715155867,40.73999865977175
1.402,3.022427709755348,40.7923383886612
1.404,3.01801941541498,40.844579525615984
1.406,3.0136078846813485,40.89672202384912
1.408,3.0091931699049863,40.94876583765225
1.41,3.0047753232403727,41.0007109223957
1.412,3.0003543966459354,41.05255723452843
1.414,2.995930441884048,41.10430473157804
1.416,2.991503510521033,41.15595337215079
1.418,2.987073653927159,41.2075031159316
1.42,2.9826409232766427,41.25895392368401
1.422,2.978205369547648,41.31030575725025
1.424,2.9737670435222854,41.361558579551165
1.426,2.9693259957866136,41.41271235458628
1.428,2.9648822767306378,41.46376704743373
1.43,2.960435936548312,41.51472262425036
1.432,2.955987025237535,41.56557905227161
1.434,2.951535592600156,41.61633629981159
1.436,2.947081688241969,41.666994336263066
1.438,2.942625361572716,41.71755313209744
1.44,2.938166661806087,41.76801265886479
1.442,2.933705637959719,41.81837288919382
1.444,2.929242338855196,41.86863379679188
1.446,2.9247768131180494,41.91879535644499
1.448,2.920309109177758,41.968857544017816
1.45,2.915839275267748,42.01882033645367
1.452,2.9113673594253933,42.0686837117745
1.454,2.906893409492014,42.11844764908093
1.456,2.902417473112878,42.16811212855222
1.458,2.8979395977372016,42.21767713144628
1.46,2.89345983267677,42.26714262336733
1.462,2.8889782283523315,42.31650856191317
1.464,2.8844948314774723,42.36577493536221
1.466,2.880009688544518,42.41494173320566
1.468,2.87552284588308,42.464008945662464
1.47,2.8710343496600546,42.51297656367933
1.472,2.866544245879623,42.56184457893068
1.474,2.8620525803832515,42.61061298381871
1.476,2.857559398849692,42.65928177147333
1.478,2.853064746794981,42.70785093575221
1.48,2.848568669572442,42.75632047124074
1.482,2.844071212372681,42.80469037325207
1.484,2.8395724202235915,42.85296063782709
1.486,2.83507233799035,42.90113126173441
1.488,2.830571010375421,42.94920224247042
1.49,2.826068481918551,42.99717357825921
1.492,2.8215647969967743,43.04504526805263
1.494,2.8170599998244086,43.09281731153028
1.496,2.8125541344530585,43.14048970909949
1.498,2.808047244771612,43.18806246189533
1.5,2.803539374506244,43.235535571780616
1.502,2.7990305672204125,43.28290904134591
1.504,2.794520866314863,43.33018287390949
1.506,2.7900103150276245,43.37735707351742
1.508,2.785498956434012,43.42443164494347
1.51,2.780986833446626,43.47140659368915
1.512,2.7764739888153507,43.518281925983736
1.514,2.771960465127357,43.56505764878423
1.516,2.7674463048071005,43.61173376977536
1.518,2.762931550116322,43.65831029736964
1.52,2.758416243154047,43.70478724070727
1.522,2.753900425856587,43.75116460965624
1.524,2.7493841399975385,43.79744241481224
1.526,2.744867427187782,43.84362066749873
1.528,2.740350328875486,43.88969937976691
1.53,2.735832886346101,43.9356785643957
1.532,2.731315140722364,43.981558234891786
1.534,2.7267971329642977,44.02733840548958
1.536,2.72227890386921,44.07301909115123
1.538,2.717760494071692,44.118600307566645
1.54,2.713241944043624,44.164082071153466
1.542,2.708723294094167,44.20946439905706
1.544,2.7042045843697693,44.25474730915057
1.546,2.6996858548541653,44.29993082003484
1.548,2.695167145368373,44.345014951038486
1.55,2.6906484955706964,44.38999972221784
1.552,2.686129944956724,44.43488515435701
1.554,2.681611532859331,44.47967126896781
1.556,2.677093298448676,44.524358088289816
1.558,2.6725752807322034,44.56894563529033
1.56,2.668057518554644,44.61343393366442
1.562,2.6635400505980105,44.65782300783486
1.564,2.659022915381605,44.70211288295219
1.566,2.6545061512620123,44.7463035848947
1.568,2.6499897964331027,44.79039514026839
1.57,2.6454738889260323,44.83438757640702
1.572,2.6409584666092414,44.878280921372095
1.574,2.636443567188456,44.92207520395286
1.576,2.631929228206688,44.96577045366629
1.578,2.627415487044234,45.00936670075711
1.58,2.6229023809186747,45.05286397619778
1.582,2.6183899468848773,45.09626231168851
1.584,2.613878221834994,45.13956173965725
1.586,2.609367242498462,45.182762293259685
1.588,2.604857045442003,45.22586400637925
1.59,2.600347667069626,45.2688669136271
1.592,2.5958391436226225,45.31177105034216
1.594,2.591331511179571,45.35457645259108
1.596,2.5868248056563345,45.39728315716826
1.598,2.5823190628060613,45.43989120159583
1.6,2.577814318219185,45.482400624123656
1.602,2.5733106073234246,45.52481146372938
1.604,2.568807965383783,45.56712376011834
1.606,2.564306427502551,45.60933755372365
1.608,2.5598060286193016,45.65145288570615
1.61,2.5553068035108946,45.693469797954414
1.612,2.5508087867914746,45.73538833308478
1.614,2.5463120129124714,45.7772085344413
1.616,2.5418165161626005,45.81893044609579
1.618,2.5373223306678616,45.860554112847794
1.62,2.5328294903915407,45.90207958022461
1.622,2.528338029134208,45.94350689448125
1.624,2.523847980533719,45.9848361026005
1.626,2.5193593780652157,46.02606725229288
1.628,2.514872255041123,46.06720039199663
1.63,2.5103866446111534,46.10823557087775
1.632,2.505902579762303,46.14917283882997
1.634,2.501420093318853,46.19001224647478
1.636,2.496939217942372,46.2307538451614
1.638,2.4924599861317107,46.27139768696677
1.64,2.4879824302230062,46.31194382469562
1.642,2.4835065823896825,46.35239231188037
1.644,2.479032474642446,46.392743202781226
1.646,2.474560139187804,46.43299654999833
1.648,2.470089611379872,46.47315238545713
1.65,2.4656209234900146,46.51321076249892
1.652,2.4611541066371525,46.55317174185596
1.654,2.456689191810354,46.59303538470494
1.656,2.452226209868844,46.63280175266696
1.658,2.4477651915419973,46.67247090780754
1.66,2.443306167429343,46.71204291263661
1.662,2.4388491680005626,46.75151783010851
1.664,2.4343942235954894,46.790895723622015
1.666,2.429941364424112,46.83017665702029
1.668,2.425490620566567,46.86936069459095
1.67,2.421042021973149,46.90844790106598
1.672,2.4165955984643017,46.94743834162184
1.674,2.412151379730623,46.98633208187935
1.676,2.407709395332864,47.02512918790377
1.678,2.4032696747019267,47.06382972620479
1.68,2.398832247138868,47.102433763736485
1.682,2.3943971418148946,47.140941367897376
1.684,2.389964387771369,47.17935260653038
1.686,2.385534013919805,47.21766754792283
1.688,2.3811060490418696,47.25588626080649
1.69,2.376680521789381,47.294008814357525
1.692,2.3722574606843123,47.33203527819653
1.694,2.3678368941187875,47.36996572238849
1.696,2.3634188503550844,47.40780021744285
1.698,2.359003357525633,47.44553883431343
1.7,2.3545904436330165,47.48318164439847
1.702,2.35018013654997,47.52072871954066
1.704,2.345772464019382,47.55818013202706
1.706,2.341367453654294,47.59553595458919
1.708,2.3369651329378995,47.63279626040295
1.71,2.3325655292235448,47.66996112308867
1.712,2.328168669734729,47.7070306167111
1.714,2.3237745815651034,47.744004815779405
1.716,2.3193832916784736,47.78088379524716
1.718,2.3149948269087965,47.81766763051237
1.72,2.3106092139601824,47.85435639741742
1.722,2.3062264794068934,47.89095017224916
1.724,2.301846649693345,47.92744903173882
1.726,2.297469751134106,47.96385305306206
1.728,2.2930958099138965,48.00016231383896
1.73,2.2887248520875905,48.036376892134
1.732,2.284356903580214,48.072496866456085
1.734,2.2799919901869465,48.10852231575855
1.736,2.2756301375731187,48.14445331943912
1.738,2.2712713712742163,48.18028995733996
1.74,2.2669157166958755,48.216032309747625
1.742,2.2625631991138864,48.25168045739312
1.744,2.2582138436741914,48.28723448145182
1.746,2.253867675392886,48.32269446354356
1.748,2.249524719156218,48.35806048573258
1.75,2.245184999720588,48.39333263052751
1.752,2.24084854171255,48.42851098088143
1.754,2.2365153696288096,48.46359562019181
1.756,2.2321855078362254,48.49858663230056
1.758,2.227858980571809,48.53348410149398
1.76,2.223535811942725,48.56828811250281
1.762,2.2192160259262907,48.60299875050219
1.764,2.2148996463699744,48.63761610111168
1.766,2.2105866969914,48.67214025039525
1.768,2.2062772013783416,48.70657128486131
1.77,2.201971182988727,48.74090929146266
1.772,2.1976686651506374,48.77515435759651
1.774,2.1933696710623054,48.80930657110453
1.776,2.189074223792117,48.843366020272754
1.778,2.184782346278612,48.877332793831656
1.78,2.18049406133048,48.91120698095614
1.782,2.176209391626565,48.94498867126549
1.784,2.1719283597158663,48.97867795482344
1.786,2.1676509880175305,49.012274922138126
1.788,2.163377298820861,49.04577966416209
1.79,2.159107314285314,49.07919227229231
1.792,2.1548410564404947,49.112512838370165
1.794,2.150578547186165,49.145741454681456
1.796,2.1463198082922377,49.1788782139564
1.798,2.142064861398778,49.21192320936964
1.8,2.137813728016005,49.2448765345402
1.802,2.13356642952429,49.27773828353156
1.804,2.1293229871741564,49.31050855085159
1.806,2.1250834220862806,49.34318743145259
1.808,2.120847755251493,49.37577502073128
1.81,2.1166160075307747,49.408271414528784
1.812,2.1123881996552605,49.44067670913064
1.814,2.1081643522262383,49.472991001266806
1.816,2.103944485715148,49.50521438811166
1.818,2.0997286204635826,49.537346967284
1.82,2.0955167766832874,49.56938883684702
1.822,2.0913089744561613,49.60134009530835
1.824,2.0871052337342544,49.63320084162003
1.826,2.0829055743397715,49.66497117517852
1.828,2.0787100159650684,49.696651195824685
1.83,2.0745185781726545,49.72824100384381
1.832,2.070331280482303,49.75974069958259
1.834,2.066148144300774,49.79115037538024
1.836,2.061969189537106,49.82247013106394
1.838,2.057794435040184,49.8537000710802
1.84,2.053623899557622,49.88484030011475
1.842,2.0494576017357664,49.915890923092526
1.844,2.045295560119692,49.94685204517762
1.846,2.0411377931532027,49.97772377177336
1.848,2.036984319178833,50.00850620852224
1.85,2.0328351564378493,50.03919946130596
1.852,2.028690323070244,50.06980363624542
1.854,2.024549837114742,50.1003188397007
1.856,2.020413716508797,50.13074517827108
1.858,2.0162819790885944,50.16108275879504
1.86,2.012154642589047,50.19133168835026
1.862,2.008031724643798,50.2214920742536
1.864,2.003913242785224,50.25156402406112
1.866,1.9997992144444248,50.28154764556808
1.868,1.995689656951237,50.31144304680892
1.87,1.9915845875342224,50.3412503360573
1.872,1.9874840233206736,50.37096962182605
1.874,1.9833879813366155,50.400601012867206
1.876,1.9792964785068,50.430144618172
1.878,1.9752095316547105,50.45960054697085
1.88,1.9711271575025588,50.48896890873338
1.882,1.9670493726712888,50.51824981316841
1.884,1.9629761936805723,50.54744337022394
1.886,1.958907636948812,50.57654969008716
1.888,1.95484371879314,50.60556888318448
1.89,1.9507844554294191,50.6345010601815
1.892,1.9467298629722407,50.66334633198299
1.894,1.942679957434927,50.69210480973294
1.896,1.93863475472953,50.720776604814525
1.898,1.934594270666831,50.74936182885011
1.9,1.9305585209563425,50.77786059370127
1.902,1.9265275212063049,50.806273011468754
1.904,1.9225012869236904,50.83459919449252
1.906,1.9184798335141997,50.86283925535172
1.908,1.9144631762822644,50.89099330686469
1.91,1.910451330431045,50.91906146208898
1.912,1.9064443110624336,50.94704383432132
1.914,1.9024421331770496,50.97494053709762
1.916,1.8984448116742447,51.00275168419303
1.918,1.894452361352099,51.03047738962185
1.92,1.8904647969074235,51.05811776763759
1.922,1.8864821329357575,51.08567293273297
1.924,1.882504383931372,51.11314299963988
1.926,1.878531564287267,51.14052808332941
1.928,1.8745636882951728,51.16782829901186
1.93,1.8706007701455485,51.19504376213671
1.932,1.8666428239275843,51.22217458839265
1.934,1.8626898636292,51.249220893707545
1.936,1.858741903137045,51.276182794248456
1.938,1.8547989562364984,51.30306040642167
1.94,1.8508610366116705,51.329853846872616
1.942,1.846928157845399,51.35656323248597
1.944,1.8430003334192544,51.383188680385565
1.946,1.8390775767135348,51.40973030793445
1.948,1.8351599010072688,51.436188232734864
1.95,1.8312473194782168,51.46256257262823
1.952,1.8273398452028653,51.48885344569518
1.954,1.8234374911564344,51.51506097025553
1.956,1.8195402702128711,51.541185264868304
1.958,1.8156481951448544,51.56722644833171
1.96,1.8117612786237929,51.593184639683145
1.962,1.807879533219824,51.61905995819921
1.964,1.804002971401816,51.644852523395706
1.966,1.8001316055373655,51.670562455027614
1.968,1.796265447892802,51.696189873089125
1.97,1.792404510633182,51.72173489781361
1.972,1.7885488058222931,51.747197649673645
1.974,1.7846983454226528,51.772578249381
1.976,1.7808531412955082,51.79787681788663
1.978,1.7770132052008365,51.82309347638069
1.98,1.7731785487973444,51.848228346292544
1.982,1.769349183642469,51.87328154929072
1.984,1.7655251211923773,51.89825320728298
1.986,1.7617063728019655,51.92314344241624
1.988,1.7578929497248603,51.947952377076646
1.99,1.754084863113418,51.972680133889504
1.992,1.7502821240187254,51.99732683571935
1.994,1.746484743390598,52.02189260566989
1.996,1.742692732077582,52.04637756708403
1.998,1.738906100826954,52.07078184354389
2.0,1.735124860284719,52.095105558870735
