t,theta1,theta1_dot,theta2,E,E_minus_E0,abs_delta_theta2
0.41000000000000003,0.39887487818420875,-2.6230303282107594,1.0259593794179467,11.595275324219699,-0.042447508372822185,0.0008524278920327699
0.41500000000000004,0.38581230485308055,-2.6017328073028105,1.013714402220839,11.594634713530205,-0.043088119062316466,0.0008596775069111828
0.42,0.37286007685285233,-2.578866665286733,1.0008778945785373,11.593973626169953,-0.043749206422567966,0.0008663715008840889
0.425,0.3600261892895569,-2.5543980227914678,0.9874454887781221,11.593284014429964,-0.04443881816255768,0.0008725042293636909
0.43,0.34731876170689235,-2.5282952453761505,0.9734130232007612,11.59256135124138,-0.04516148135114051,0.000878070077925619
0.435,0.33474603570042916,-2.500529177863298,0.9587765386443247,11.591803844381513,-0.04591898821100848,0.0008830630221962066
0.44,0.32231637491761,-2.4710731443388094,0.9435322783233864,11.591010715869647,-0.04671211672287434,0.0008874766278522683
0.445,0.3100382650577499,-2.439902948151966,0.927676687869223,11.590180427061153,-0.04754240553136846,0.000891304050620878
0.45,0.2979203138720365,-2.4069968719154287,0.9112064153298142,11.589308876125552,-0.048413956466969665,0.0008945380362803679
0.455,0.2859712469260827,-2.3723358601751956,0.8941183106559292,11.588388014450192,-0.049334818142328984,0.0008971710250642584
0.46,0.2741998432926977,-2.335907591714342,0.8764093473696655,11.58741489035478,-0.050307942237742154,0.0008991976516821154
0.465,0.26261504401557806,-2.29770293998843,0.8580765602399731,11.586383828977203,-0.05133900361531829,0.000900609048607004
0.47000000000000003,0.25122577442093036,-2.257719779833608,0.8391172151487364,11.585289445210915,-0.05243338738160652,0.0009013934413101277
0.47500000000000003,0.24004088329683285,-2.215965029456188,0.819528831592041,11.584128559058318,-0.05359427353420365,0.0009015377029852889
0.48,0.2290691428932356,-2.1724546504326443,0.7993091826801755,11.582898228199726,-0.05482460439279535,0.0009010273545482228
0.485,0.21831924892195992,-2.1272136477096133,0.7784562951376295,11.581594045268666,-0.05612878732385518,0.0008998465646363751
0.49,0.20779980414883975,-2.0802765701462946,0.7569684644712865,11.580209097933453,-0.05751373465906795,0.0008979764578175287
0.495,0.19751913719914777,-2.031693693620286,0.7348443646440497,11.578738371317165,-0.05898446127535628,0.000895397828182265
0.5,0.18748544425780492,-1.9815269949974377,0.7120828702564742,11.577176575820813,-0.06054625677170833,0.0008920866825326002
0.505,0.17770645057183118,-1.9298587271476444,0.6886835006266118,11.575518836379107,-0.062203996213414214,0.0008880104199153749
