L,m,g,theta0,omega0,T_sim,T_th,rel_period_error,max_energy_error,runtime_s,n_points,rtol,atol
1.0,1.0,9.81,0.1,0.0,2.0083333333333333,2.0060666807106475,0.0011298989432807947,4.445478638953615e-07,0.023470100000849925,2001,1e-06,1e-08
