t,i,omega,v,E,E_minus_E0
0.0,0.0,0.0,0.0,0.0,0.0
0.0005,0.0,0.0,0.0,0.0,0.0
0.001,0.0,0.0,0.0,0.0,0.0
0.0015,0.0,0.0,0.0,0.0,0.0
0.002,0.0,0.0,0.0,0.0,0.0
0.0025,0.0,0.0,0.0,0.0,0.0
0.003,0.0,0.0,0.0,0.0,0.0
0.0035,0.0,0.0,0.0,0.0,0.0
0.004,0.0,0.0,0.0,0.0,0.0
0.0045000000000000005,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.0,0.0,0.0,0.0
0.0055,0.0,0.0,0.0,0.0,0.0
0.006,0.0,0.0,0.0,0.0,0.0
0.006500000000000001,0.0,0.0,0.0,0.0,0.0
0.007,0.0,0.0,0.0,0.0,0.0
0.0075,0.0,0.0,0.0,0.0,0.0
0.008,0.0,0.0,0.0,0.0,0.0
0.0085,0.0,0.0,0.0,0.0,0.0
0.009000000000000001,0.0,0.0,0.0,0.0,0.0
0.0095,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.0,0.0,0.0,0.0
0.0105,0.0,0.0,0.0,0.0,0.0
0.011,0.0,0.0,0.0,0.0,0.0
0.0115,0.0,0.0,0.0,0.0,0.0
0.012,0.0,0.0,0.0,0.0,0.0
0.0125,0.0,0.0,0.0,0.0,0.0
0.013000000000000001,0.0,0.0,0.0,0.0,0.0
0.0135,0.0,0.0,0.0,0.0,0.0
0.014,0.0,0.0,0.0,0.0,0.0
0.0145,0.0,0.0,0.0,0.0,0.0
0.015,0.0,0.0,0.0,0.0,0.0
0.0155,0.0,0.0,0.0,0.0,0.0
0.016,0.0,0.0,0.0,0.0,0.0
0.0165,0.0,0.0,0.0,0.0,0.0
0.017,0.0,0.0,0.0,0.0,0.0
0.0175,0.0,0.0,0.0,0.0,0.0
0.018000000000000002,0.0,0.0,0.0,0.0,0.0
0.0185,0.0,0.0,0.0,0.0,0.0
0.019,0.0,0.0,0.0,0.0,0.0
0.0195,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0
0.0205,0.0,0.0,0.0,0.0,0.0
0.021,0.0,0.0,0.0,0.0,0.0
0.021500000000000002,0.0,0.0,0.0,0.0,0.0
0.022,0.0,0.0,0.0,0.0,0.0
0.0225,0.0,0.0,0.0,0.0,0.0
0.023,0.0,0.0,0.0,0.0,0.0
0.0235,0.0,0.0,0.0,0.0,0.0
0.024,0.0,0.0,0.0,0.0,0.0
0.0245,0.0,0.0,0.0,0.0,0.0
0.025,0.0,0.0,0.0,0.0,0.0
0.025500000000000002,0.0,0.0,0.0,0.0,0.0
0.026000000000000002,0.0,0.0,0.0,0.0,0.0
0.0265,0.0,0.0,0.0,0.0,0.0
0.027,0.0,0.0,0.0,0.0,0.0
0.0275,0.0,0.0,0.0,0.0,0.0
0.028,0.0,0.0,0.0,0.0,0.0
0.0285,0.0,0.0,0.0,0.0,0.0
0.029,0.0,0.0,0.0,0.0,0.0
0.029500000000000002,0.0,0.0,0.0,0.0,0.0
0.03,0.0,0.0,0.0,0.0,0.0
0.0305,0.0,0.0,0.0,0.0,0.0
0.031,0.0,0.0,0.0,0.0,0.0
0.0315,0.0,0.0,0.0,0.0,0.0
0.032,0.0,0.0,0.0,0.0,0.0
0.0325,0.0,0.0,0.0,0.0,0.0
0.033,0.0,0.0,0.0,0.0,0.0
0.0335,0.0,0.0,0.0,0.0,0.0
0.034,0.0,0.0,0.0,0.0,0.0
0.0345,0.0,0.0,0.0,0.0,0.0
0.035,0.0,0.0,0.0,0.0,0.0
0.035500000000000004,0.0,0.0,0.0,0.0,0.0
0.036000000000000004,0.0,0.0,0.0,0.0,0.0
0.0365,0.0,0.0,0.0,0.0,0.0
0.037,0.0,0.0,0.0,0.0,0.0
0.0375,0.0,0.0,0.0,0.0,0.0
0.038,0.0,0.0,0.0,0.0,0.0
0.0385,0.0,0.0,0.0,0.0,0.0
0.039,0.0,0.0,0.0,0.0,0.0
0.0395,0.0,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0
0.0405,0.0,0.0,0.0,0.0,0.0
0.041,0.0,0.0,0.0,0.0,0.0
0.0415,0.0,0.0,0.0,0.0,0.0
0.042,0.0,0.0,0.0,0.0,0.0
0.0425,0.0,0.0,0.0,0.0,0.0
0.043000000000000003,0.0,0.0,0.0,0.0,0.0
0.043500000000000004,0.0,0.0,0.0,0.0,0.0
0.044,0.0,0.0,0.0,0.0,0.0
0.0445,0.0,0.0,0.0,0.0,0.0
0.045,0.0,0.0,0.0,0.0,0.0
0.0455,0.0,0.0,0.0,0.0,0.0
0.046,0.0,0.0,0.0,0.0,0.0
0.0465,0.0,0.0,0.0,0.0,0.0
0.047,0.0,0.0,0.0,0.0,0.0
0.0475,0.0,0.0,0.0,0.0,0.0
0.048,0.0,0.0,0.0,0.0,0.0
0.0485,0.0,0.0,0.0,0.0,0.0
0.049,0.0,0.0,0.0,0.0,0.0
0.0495,0.0,0.0,0.0,0.0,0.0
0.05,2.895196242963596e-07,1.1605962709842595e-14,6.0,2.0955403213176303e-14,2.0955403213176303e-14
0.0505,0.005994296489366457,4.496692011329829e-05,6.0,8.982899622631662e-06,8.982899622631662e-06
0.051000000000000004,0.011976317587997703,0.00017970905717427005,6.0,3.585807803749101e-05,3.585807803749101e-05
0.051500000000000004,0.017946375838183426,0.0004040019984028664,6.0,8.051826464894819e-05,8.051826464894819e-05
0.052000000000000005,0.023904489780740584,0.0007176217210003601,6.0,0.0001428566729003172,0.0001428566729003172
0.0525,0.029850677932883943,0.0011203445914113545,6.0,0.0002227669984351946,0.0002227669984351946
0.053,0.03578495878822639,0.0016119473653238064,6.0,0.0003201434172430739,0.0003201434172430739
0.0535,0.041707350819094845,0.0021922071338495593,6.0,0.0004348805838588806,0.0004348805838588806
0.054,0.04761787247769479,0.0028609012963490407,6.0,0.0005668736295817283,0.0005668736295817283
0.0545,0.05351654218478839,0.0036178078235385865,6.0,0.0007160181603875069,0.0007160181603875069
0.055,0.059403378337456174,0.004462705077327217,6.0,0.0008822102552123465,0.0008822102552123465
0.0555,0.06527839930965684,0.0053953717978151485,6.0,0.0010653464641445884,0.0010653464641445884
0.056,0.07114162345222727,0.006415587103293797,6.0,0.0012653238066125032,0.0012653238066125032
0.0565,0.07699306909288256,0.007523130490245772,6.0,0.0014820397695777202,0.0014820397695777202
0.057,0.08283275453621591,0.008717781833344885,6.0,0.0017153923057343433,0.0017153923057343433
0.0575,0.08866069806369878,0.009999321385456141,6.0,0.00196527983171376,0.00196527983171376
0.058,0.09447691793368074,0.011367529777635743,6.0,0.0022316012262951065,0.0022316012262951065
0.0585,0.10028143238138962,0.0128221880191311,6.0,0.0025142558286214024,0.0025142558286214024
