t,i,omega,v,E,E_minus_E0
0.385,2.084961361769524,11.662223677450095,6.0,1.2227734311208345,1.2227734311208345
0.3855,2.0860898094998723,11.687669163191194,6.0,1.2245442837930138,1.2245442837930138
0.386,2.0872144772556056,11.713118823804928,6.0,1.226313221096921,1.226313221096921
0.3865,2.0883353723481264,11.738572600433683,6.0,1.2280802435457494,1.2280802435457494
0.387,2.0894525020776835,11.764030434359478,6.0,1.229845351670209,1.229845351670209
0.3875,2.0905658737333708,11.789492267003979,6.0,1.2316085460183896,1.2316085460183896
0.388,2.0916754945931264,11.814958039928484,6.0,1.2333698271556208,1.2333698271556208
0.3885,2.092781371923734,11.84042769483394,6.0,1.2351291956643373,1.2351291956643373
0.389,2.0938835129808226,11.865901173560923,6.0,1.2368866521439423,1.2368866521439423
0.3895,2.094981925008866,11.891378418089658,6.0,1.2386421972106723,1.2386421972106723
0.39,2.0960766152411834,11.916859370540005,6.0,1.240395831497461,1.240395831497461
0.3905,2.0971675908999385,11.942343973171464,6.0,1.2421475556538077,1.2421475556538077
0.391,2.09825485919614,11.967832168383177,6.0,1.2438973703456404,1.2438973703456404
0.3915,2.0993384273296423,11.993323898713925,6.0,1.2456452762551866,1.2456452762551866
0.392,2.1004183024891443,12.018819106842125,6.0,1.247391274080838,1.247391274080838
0.3925,2.1014944918521907,12.04431773558584,6.0,1.2491353645370218,1.2491353645370218
0.393,2.102567002585171,12.069819727902772,6.0,1.2508775483540684,1.2508775483540684
0.3935,2.1036358418433183,12.095325026890254,6.0,1.2526178262780794,1.2526178262780794
0.394,2.104701016770713,12.120833575785271,6.0,1.254356199070802,1.254356199070802
0.3945,2.10576253450028,12.146345317964439,6.0,1.2560926675094972,1.2560926675094972
0.395,2.106820402153788,12.17186019694402,6.0,1.2578272323868123,1.2578272323868123
0.3955,2.107874626841852,12.197378156379912,6.0,1.2595598945106532,1.2595598945106532
0.396,2.1089252156639318,12.222899140067652,6.0,1.2612906547040568,1.2612906547040568
0.3965,2.109972175708332,12.248423091942419,6.0,1.2630195138050662,1.2630195138050662
0.397,2.111015514052202,12.273949956079031,6.0,1.264746472666603,1.264746472666603
0.3975,2.1120552377615374,12.299479676691947,6.0,1.2664715321563442,1.2664715321563442
0.398,2.113091353891178,12.325012198135264,6.0,1.268194693156596,1.268194693156596
0.3985,2.1141238694848083,12.350547464902718,6.0,1.2699159565641698,1.2699159565641698
0.399,2.1151527915749595,12.376085421627689,6.0,1.2716353232902615,1.2716353232902615
0.3995,2.116178127183006,12.401626013083193,6.0,1.2733527942603253,1.2733527942603253
0.4,2.117199883319168,12.427169184181887,6.0,1.2750683704139545,1.2750683704139545
0.4005,2.118218066982511,12.452714879976067,6.0,1.2767820527047586,1.2767820527047586
0.401,2.119232685160945,12.47826304565767,6.0,1.2784938421002432,1.2784938421002432
0.4015,2.120243744831226,12.503813626558273,6.0,1.2802037395816894,1.2802037395816894
0.402,2.1212512529589542,12.529366568149092,6.0,1.2819117461440355,1.2819117461440355
0.4025,2.1222552164985755,12.55492181604098,6.0,1.2836178627957557,1.2836178627957557
0.403,2.12325564239338,12.580479315984434,6.0,1.2853220905587437,1.2853220905587437
0.4035,2.124252537575504,12.60603901386959,6.0,1.2870244304681941,1.2870244304681941
0.404,2.1252459089659275,12.631600855726226,6.0,1.2887248835724865,1.2887248835724865
0.4045,2.126235763474477,12.657164787723753,6.0,1.290423450933067,1.290423450933067
0.405,2.127222107999823,12.682730756171226,6.0,1.2921201336243344,1.2921201336243344
0.4055,2.128204949429482,12.708298707517342,6.0,1.2938149327335227,1.2938149327335227
0.406,2.129184294873974,12.73386858459189,6.0,1.2955078495141519,1.2955078495141519
0.40650000000000003,2.130160151449185,12.759440330144209,6.0,1.2971988852440142,1.2971988852440142
0.40700000000000003,2.131132525978716,12.785013891600064,6.0,1.2988880410295125,1.2988880410295125
0.40750000000000003,2.132101425276362,12.810589216502276,6.0,1.3005753179903383,1.3005753179903383
0.40800000000000003,2.133066856146475,12.836166252504796,6.0,1.3022607172595946,1.3022607172595946
0.40850000000000003,2.134028825383966,12.861744947372697,6.0,1.3039442399836845,1.3039442399836845
0.40900000000000003,2.1349873397743044,12.887325248982185,6.0,1.305625887322194,1.305625887322194
0.40950000000000003,2.1359424060935193,12.912907105320588,6.0,1.307305660447782,1.307305660447782
0.41000000000000003,2.1368940311081976,12.938490464486364,6.0,1.3089835605460651,1.3089835605460651
0.41050000000000003,2.137842221575486,12.964075274689096,6.0,1.3106595888155075,1.3106595888155075
0.41100000000000003,2.1387869842430893,12.989661484249497,6.0,1.312333746467307,1.312333746467307
0.41150000000000003,2.1397283258492705,13.015249041599407,6.0,1.3140060347252849,1.3140060347252849
0.41200000000000003,2.140666253122852,13.04083789528179,6.0,1.315676454825775,1.315676454825775
0.41250000000000003,2.1416007727832156,13.06642799395074,6.0,1.3173450080175162,1.3173450080175162
0.41300000000000003,2.1425318915403,13.092019286371476,6.0,1.319011695561537,1.319011695561537
0.41350000000000003,2.143459616094605,13.117611721420348,6.0,1.3206765187310525,1.3206765187310525
0.41400000000000003,2.1443839531371878,13.14320524808483,6.0,1.3223394788113527,1.3223394788113527
0.41450000000000004,2.1453049093496634,13.16879981546352,6.0,1.3240005770996939,1.3240005770996939
0.41500000000000004,2.146222491404208,13.194395372766152,6.0,1.3256598149051941,1.3256598149051941
0.41550000000000004,2.147136705963554,13.219991869313581,6.0,1.3273171935487225,1.3273171935487225
0.41600000000000004,2.1480475596809945,13.24558925453779,6.0,1.3289727143627958,1.3289727143627958
0.4165,2.14895505920038,13.271187477981886,6.0,1.3306263786914705,1.3306263786914705
0.417,2.149859211156121,13.296786489300112,6.0,1.332278187890239,1.332278187890239
0.4175,2.1507600221731864,13.322386238257833,6.0,1.333928143325923,1.333928143325923
0.418,2.1516574988671024,13.347986674731537,6.0,1.3355762463765695,1.3355762463765695
0.4185,2.1525516478439557,13.373587748708847,6.0,1.3372224984313477,1.3372224984313477
0.419,2.1534424757003916,13.399189410288507,6.0,1.3388669008904457,1.3388669008904457
0.4195,2.154329989023613,13.42479160968039,6.0,1.340509455164965,1.340509455164965
0.42,2.155214194391382,13.4503942972055,6.0,1.3421501626768217,1.3421501626768217
0.4205,2.156095098372021,13.475997423295963,6.0,1.343789024858643,1.343789024858643
0.421,2.1569727075244085,13.501600938495034,6.0,1.3454260431536644,1.3454260431536644
0.4215,2.157847028397984,13.527204793457095,6.0,1.3470612190156308,1.3470612190156308
0.422,2.158718067532744,13.552808938947656,6.0,1.3486945539086959,1.3486945539086959
0.4225,2.1595858314592458,13.578413325843355,6.0,1.3503260493073208,1.3503260493073208
0.423,2.1604503266986033,13.604017905131954,6.0,1.351955706696176,1.351955706696176
0.4235,2.1613115597624906,13.629622627912344,6.0,1.3535835275700427,1.3535835275700427
0.424,2.1621695371531393,13.655227445394543,6.0,1.3552095134337117,1.3552095134337117
0.4245,2.1630242653633416,13.680832308899697,6.0,1.3568336658018898,1.3568336658018898
0.425,2.163875750876447,13.706437169860079,6.0,1.3584559861990986,1.3584559861990986
0.4255,2.1647240001663635,13.732041979819089,6.0,1.3600764761595792,1.3600764761595792
0.426,2.1655690196975588,13.757646690431251,6.0,1.3616951372271955,1.3616951372271955
0.4265,2.1664108159250595,13.783251253462222,6.0,1.3633119709553383,1.3633119709553383
0.427,2.1672493952944496,13.808855620788783,6.0,1.3649269789068295,1.3649269789068295
0.4275,2.1680847642418737,13.834459744398842,6.0,1.3665401626538274,1.3665401626538274
0.428,2.1689169291940336,13.860063576391433,6.0,1.3681515237777315,1.3681515237777315
0.4285,2.16974589656819,13.885667068976721,6.0,1.3697610638690896,1.3697610638690896
0.429,2.170571672772164,13.911270174475995,6.0,1.371368784527503,1.371368784527503
0.4295,2.171394264204333,13.936872845321671,6.0,1.3729746873615336,1.3729746873615336
0.43,2.172213677253635,13.962475034057295,6.0,1.3745787739886133,1.3745787739886133
0.4305,2.173029918299566,13.988076693337538,6.0,1.3761810460349473,1.3761810460349473
0.431,2.1738429937121806,14.0136777759282,6.0,1.3777815051354279,1.3777815051354279
0.4315,2.174652909852093,14.039278234706202,6.0,1.379380152933539,1.379380152933539
0.432,2.175459673070475,14.064878022659602,6.0,1.3809769910812675,1.3809769910812675
0.4325,2.176263289709058,14.090477092887577,6.0,1.3825720212390125,1.3825720212390125
0.433,2.1770637661001317,14.116075398600437,6.0,1.3841652450754949,1.3841652450754949
0.4335,2.177861108566545,14.141672893119614,6.0,1.3857566642676693,1.3857566642676693
0.434,2.1786553234217054,14.167269529877672,6.0,1.3873462805006342,1.3873462805006342
0.4345,2.1794464169695784,14.192865262418296,6.0,1.3889340954675433,1.3889340954675433
0.435,2.1802343955046894,14.218460044396307,6.0,1.3905201108695189,1.3905201108695189
0.4355,2.181019265312122,14.244053829577645,6.0,1.3921043284155628,1.3921043284155628
0.436,2.1818010326675186,14.269646571839381,6.0,1.3936867498224699,1.3936867498224699
0.4365,2.1825797038370798,14.295238225169713,6.0,1.395267376814742,1.395267376814742
0.437,2.1833552850775657,14.320828743667967,6.0,1.396846211124501,1.396846211124501
0.4375,2.1841277826362955,14.346418081544591,6.0,1.3984232544914048,1.3984232544914048
0.438,2.1848972027511464,14.372006193121166,6.0,1.3999985086625593,1.3999985086625593
0.4385,2.185663551650554,14.3975930328304,6.0,1.401571975392435,1.401571975392435
0.439,2.1864268355535135,14.423178555216126,6.0,1.4031436564427842,1.4031436564427842
0.4395,2.1871870606695785,14.4487627149333,6.0,1.4047135535825543,1.4047135535825543
0.44,2.1879442331988614,14.474345466748016,6.0,1.4062816685878072,1.4062816685878072
0.4405,2.1886983593320335,14.499926765537486,6.0,1.407848003241634,1.407848003241634
0.441,2.189449445250325,14.525506566290051,6.0,1.4094125593340743,1.4094125593340743
0.4415,2.1901974971255234,14.551084824105184,6.0,1.4109753386620307,1.4109753386620307
0.442,2.190942521119977,14.576661494193477,6.0,1.412536343029193,1.412536343029193
0.4425,2.191684523386592,14.602236531876656,6.0,1.4140955742459513,1.4140955742459513
0.443,2.1924235100688327,14.627809892587573,6.0,1.4156530341293183,1.4156530341293183
0.4435,2.1931594873007234,14.653381531870203,6.0,1.4172087245028477,1.4172087245028477
0.444,2.193892461206846,14.678951405379653,6.0,1.4187626471965555,1.4187626471965555
0.4445,2.194622437902342,14.704519468882156,6.0,1.420314804046839,1.420314804046839
0.445,2.1953494234929107,14.730085678255069,6.0,1.4218651968963991,1.4218651968963991
0.4455,2.1960734240748114,14.755649989486882,6.0,1.4234138275941608,1.4234138275941608
0.446,2.196794445734861,14.781212358677205,6.0,1.4249606979951959,1.4249606979951959
0.4465,2.1975124945504363,14.806772742036783,6.0,1.4265058099606438,1.4265058099606438
0.447,2.198227576589472,14.832331095887481,6.0,1.4280491653576362,1.4280491653576362
0.4475,2.1989396979104607,14.857887376662294,6.0,1.4295907660592178,1.4295907660592178
0.448,2.199648864562456,14.88344154090535,6.0,1.4311306139442725,1.4311306139442725
0.4485,2.200355082585069,14.908993545271892,6.0,1.4326687108974454,1.4326687108974454
0.449,2.2010583580084693,14.9345433465283,6.0,1.4342050588090673,1.4342050588090673
0.4495,2.2017586968533855,14.96009090155208,6.0,1.4357396595750809,1.4357396595750809
0.45,2.202456105131105,14.985636167331858,6.0,1.4372725150969639,1.4372725150969639
0.4505,2.203150588843474,15.0111791009674,6.0,1.438803627281657,1.438803627281657
0.451,2.2038421539828974,15.036719659669584,6.0,1.440332998041488,1.440332998041488
0.4515,2.2045308065323392,15.062257800760426,6.0,1.4418606292940996,1.4418606292940996
0.452,2.205216552465321,15.087793481673067,6.0,1.4433865229623755,1.4433865229623755
0.4525,2.2058993977459247,15.113326659951772,6.0,1.4449106809743673,1.4449106809743673
0.453,2.2065793483287903,15.138857293251936,6.0,1.4464331052632247,1.4464331052632247
0.4535,2.2072564101591157,15.16438533934008,6.0,1.4479537977671189,1.4479537977671189
0.454,2.207930589172659,15.189910756093855,6.0,1.4494727604291768,1.4494727604291768
0.4545,2.2086018912957357,15.215433501502035,6.0,1.4509899951974057,1.4509899951974057
0.455,2.2092703224452217,15.240953533664523,6.0,1.4525055040246246,1.4525055040246246
0.4555,2.2099358885285496,15.26647081079235,6.0,1.4540192888683923,1.4540192888683923
0.456,2.210598595443712,15.291985291207673,6.0,1.45553135169094,1.45553135169094
0.4565,2.2112584490792613,15.317496933343776,6.0,1.457041694459101,1.457041694459101
0.457,2.2119154553143057,15.34300569574507,6.0,1.4585503191442388,1.4585503191442388
0.4575,2.212569620018515,15.368511537067095,6.0,1.4600572277221835,1.4600572277221835
0.458,2.213220949052116,15.394014416076518,6.0,1.4615624221731591,1.4615624221731591
0.4585,2.213869448265896,15.41951429165113,6.0,1.463065904481719,1.463065904481719
0.459,2.214515123501198,15.445011122779853,6.0,1.464567676636675,1.464567676636675
0.4595,2.215157980589927,15.470504868562733,6.0,1.466067740631034,1.466067740631034
0.46,2.2157980253545455,15.495995488210946,6.0,1.4675660984619296,1.4675660984619296
0.4605,2.216435263608074,15.521482941046795,6.0,1.4690627521305548,1.4690627521305548
0.461,2.217069701154093,15.546967186503707,6.0,1.4705577036420978,1.4705577036420978
0.4615,2.2177013437867408,15.57244818412624,6.0,1.4720509550056757,1.4720509550056757
0.462,2.218330197290715,15.597925893570075,6.0,1.4735425082342692,1.4735425082342692
0.4625,2.2189562674412713,15.623400274602023,6.0,1.475032365344659,1.475032365344659
0.463,2.219579560004225,15.648871287100024,6.0,1.476520528357361,1.476520528357361
0.4635,2.2202000807359505,15.674338891053143,6.0,1.4780069992965614,1.4780069992965614
0.464,2.220817835383379,15.69980304656157,6.0,1.4794917801900536,1.4794917801900536
0.4645,2.2214328296840025,15.725263713836625,6.0,1.4809748730691754,1.4809748730691754
0.465,2.222045069365871,15.750720853200756,6.0,1.4824562799687475,1.4824562799687475
0.4655,2.222654560147592,15.776174425087532,6.0,1.4839360029270077,1.4839360029270077
0.466,2.2232613077383343,15.801624390041662,6.0,1.4854140439855514,1.4854140439855514
0.4665,2.2238653178378236,15.827070708718967,6.0,1.486890405189271,1.486890405189271
0.467,2.224466596136345,15.852513341886404,6.0,1.4883650885862907,1.4883650885862907
0.4675,2.2250651483147412,15.877952250422055,6.0,1.489838096227908,1.489838096227908
0.468,2.2256609800444163,15.903387395315132,6.0,1.4913094301685361,1.4913094301685361
0.4685,2.22625409698733,15.92881873766597,6.0,1.4927790924656368,1.4927790924656368
0.46900000000000003,2.226844504796003,15.954246238686032,6.0,1.4942470851796663,1.4942470851796663
0.46950000000000003,2.227432209113514,15.97966985969791,6.0,1.495713410374015,1.495713410374015
0.47000000000000003,2.2280172155735,16.005089562135325,6.0,1.497178070114946,1.497178070114946
0.47050000000000003,2.2285995298001575,16.030505307543116,6.0,1.4986410664715388,1.4986410664715388
0.47100000000000003,2.229179157408242,16.05591705757726,6.0,1.5001024015156301,1.5001024015156301
0.47150000000000003,2.229756104003066,16.081324774004855,6.0,1.501562077321755,1.501562077321755
0.47200000000000003,2.230330375180502,16.10672841870413,6.0,1.5030200959670912,1.5030200959670912
0.47250000000000003,2.2309019765269826,16.13212795366444,6.0,1.5044764595314009,1.5044764595314009
0.47300000000000003,2.231470913661671,16.157523340349442,6.0,1.5059311701234501,1.5059311701234501
0.47350000000000003,2.232037192546221,16.182914535044826,6.0,1.5073842300759688,1.5073842300759688
0.47400000000000003,2.232600818809123,16.20830149908227,6.0,1.5088356415219442,1.5088356415219442
0.47450000000000003,2.2331617979675613,16.23368419544644,6.0,1.5102854065329152,1.5102854065329152
0.47500000000000003,2.2337201355308887,16.25906258720778,6.0,1.5117335271837726,1.5117335271837726
0.47550000000000003,2.234275837000624,16.28443663752251,6.0,1.5131800055526954,1.5131800055526954
0.47600000000000003,2.234828907870457,16.30980630963264,6.0,1.5146248437210974,1.5146248437210974
0.47650000000000003,2.235379353626241,16.335171566865956,6.0,1.516068043773564,1.516068043773564
0.47700000000000004,2.2359271797460023,16.360532372636015,6.0,1.517509607797799,1.517509607797799
0.47750000000000004,2.236472391699931,16.385888690442165,6.0,1.518949537884563,1.518949537884563
0.47800000000000004,2.2370149949503877,16.41124048386953,6.0,1.520387836127619,1.520387836127619
0.47850000000000004,2.2375549949519,16.436587716589013,6.0,1.521824504623674,1.521824504623674
0.47900000000000004,2.238092397151163,16.461930352357296,6.0,1.5232595454723221,1.5232595454723221
0.47950000000000004,2.238627206987041,16.487268355016848,6.0,1.5246929607759898,1.5246929607759898
0.48,2.2391594298905653,16.512601688495902,6.0,1.5261247526398782,1.5261247526398782
0.4805,2.239689071284935,16.53793031680849,6.0,1.5275549231719072,1.5275549231719072
0.481,2.240216136585518,16.563254204054417,6.0,1.5289834744826627,1.5289834744826627
0.4815,2.2407406311998503,16.588573314419257,6.0,1.5304104086853387,1.5304104086853387
0.482,2.241262560527634,16.61388761217438,6.0,1.531835727895683,1.531835727895683
0.4825,2.2417819299607413,16.639197061676928,6.0,1.5332594342319448,1.5332594342319448
0.483,2.2422987448832115,16.66450162736982,6.0,1.5346815298148178,1.5346815298148178
0.4835,2.242813010671251,16.68980127378176,6.0,1.5361020167673873,1.5361020167673873
0.484,2.243324732693236,16.715095965527237,6.0,1.5375208972150798,1.5375208972150798
0.4845,2.243833916309709,16.7403856673065,6.0,1.5389381732856025,1.5389381732856025
0.485,2.2443405668733813,16.765670343905605,6.0,1.5403538471088987,1.5403538471088987
0.4855,2.244844689729132,16.790949960196368,6.0,1.5417679208170894,1.5417679208170894
0.486,2.2453462902140084,16.816224481136388,6.0,1.5431803965444233,1.5431803965444233
0.4865,2.245845373657225,16.84149387176905,6.0,1.5445912764272243,1.5445912764272243
0.487,2.2463419453801645,16.866758097223517,6.0,1.5460005626038407,1.5460005626038407
0.4875,2.2468360106963785,16.89201712271473,6.0,1.5474082572145917,1.5474082572145917
0.488,2.2473275749115853,16.91727091354341,6.0,1.5488143624017185,1.5488143624017185
0.4885,2.247816643323672,16.942519435096052,6.0,1.5502188803093324,1.5502188803093324
0.489,2.2483032212226925,16.96776265284495,6.0,1.5516218130833637,1.5516218130833637
0.4895,2.2487873138908707,16.99300053234816,6.0,1.553023162871514,1.553023162871514
0.49,2.2492689266025967,17.018233039249516,6.0,1.5544229318232032,1.5544229318232032
0.4905,2.249748064624429,17.04346013927865,6.0,1.555821122089521,1.555821122089521
0.491,2.250224733215094,17.068681798250953,6.0,1.557217735823179,1.557217735823179
0.4915,2.250698937625487,17.093897982067613,6.0,1.558612775178459,1.558612775178459
0.492,2.2511706830986693,17.11910865671559,6.0,1.5600062423111671,1.5600062423111671
0.4925,2.251639974869872,17.14431378826762,6.0,1.5613981393785825,1.5613981393785825
0.493,2.252106818166493,17.169513342882226,6.0,1.5627884685394124,1.5627884685394124
0.4935,2.2525712182080992,17.19470728680371,6.0,1.5641772319537406,1.5641772319537406
0.494,2.2530331802064247,17.219895586362146,6.0,1.5655644317829833,1.5655644317829833
0.4945,2.253492709365372,17.245078207973403,6.0,1.56695007018984,1.56695007018984
0.495,2.2539498108810103,17.270255118139115,6.0,1.5683341493382459,1.5683341493382459
0.4955,2.254404489941579,17.2954262834467,6.0,1.5697166713933266,1.5697166713933266
0.496,2.254856751727483,17.320591670569364,6.0,1.5710976385213509,1.5710976385213509
0.4965,2.255306601411297,17.345751246266083,6.0,1.5724770528896848,1.5724770528896848
0.497,2.255754044157763,17.370904977381617,6.0,1.573854916666747,1.573854916666747
0.4975,2.2561990851237907,17.396052830846504,6.0,1.5752312320219604,1.5752312320219604
0.498,2.256641729458458,17.421194773677065,6.0,1.5766060011257084,1.5766060011257084
0.4985,2.2570819823030113,17.446330772975397,6.0,1.577979226149291,1.577979226149291
0.499,2.2575198487908636,17.471460795929385,6.0,1.5793509092648785,1.5793509092648785
0.4995,2.257955334047597,17.496584809812678,6.0,1.5807210526454667,1.5807210526454667
0.5,2.2583884431909618,17.521702781984725,6.0,1.5820896584648352,1.5820896584648352
0.5005000000000001,2.2588191813308747,17.54681467989074,6.0,1.5834567288974999,1.5834567288974999
0.501,2.259247553569422,17.571920471061716,6.0,1.5848222661186726,1.5848222661186726
0.5015000000000001,2.259673565000857,17.597020123114444,6.0,1.5861862723042153,1.5861862723042153
0.502,2.260097220711601,17.622113603751465,6.0,1.5875487496305982,1.5875487496305982
0.5025000000000001,2.260518525780244,17.64720088076114,6.0,1.5889097002748587,1.5889097002748587
0.503,2.2609374852775432,17.672281922017564,6.0,1.590269126414554,1.590269126414554
0.5035000000000001,2.2613541042664242,17.697356695480654,6.0,1.5916270302277247,1.5916270302277247
0.504,2.26176838780198,17.72242516919607,6.0,1.5929834138928463,1.5929834138928463
0.5045000000000001,2.2621803409314722,17.747487311295288,6.0,1.5943382795887953,1.5943382795887953
0.505,2.2625899686943294,17.77254308999553,6.0,1.5956916294947996,1.5956916294947996
0.5055000000000001,2.26299727612215,17.797592473599824,6.0,1.5970434657904047,1.5970434657904047
0.506,2.263402268238698,17.82263543049696,6.0,1.5983937906554262,1.5983937906554262
0.5065000000000001,2.263804950059907,17.847671929161525,6.0,1.599742606269915,1.599742606269915
0.507,2.2642053265938786,17.872701938153863,6.0,1.601089914814112,1.601089914814112
0.5075000000000001,2.2646034028408812,17.897725426120125,6.0,1.6024357184684115,1.6024357184684115
0.508,2.2649991837933516,17.922742361792213,6.0,1.6037800194133185,1.6037800194133185
0.5085000000000001,2.265392674435895,17.94775271398784,6.0,1.605122819829412,1.605122819829412
0.509,2.2657838797452845,17.97275645161047,6.0,1.6064641218973041,1.6064641218973041
0.5095000000000001,2.266172804690461,17.997753543649367,6.0,1.6078039277976008,1.6078039277976008
0.51,2.2665594542325325,18.022743959179557,6.0,1.6091422397108621,1.6091422397108621
0.5105000000000001,2.2669438333247767,18.047727667361873,6.0,1.6104790598175676,1.6104790598175676
0.511,2.267325946912638,18.072704637442897,6.0,1.6118143902980728,1.6118143902980728
0.5115000000000001,2.267705799933729,18.097674838755015,6.0,1.6131482333325746,1.6131482333325746
0.512,2.26808339731783,18.122638240716373,6.0,1.614480591101073,1.614480591101073
0.5125,2.26845874398689,18.147594812830913,6.0,1.6158114657833325,1.6158114657833325
0.513,2.2688318448550255,18.172544524688355,6.0,1.6171408595588455,1.6171408595588455
0.5135,2.269202704828521,18.197487345964184,6.0,1.6184687746067954,1.6184687746067954
0.514,2.2695713288058283,18.222423246419687,6.0,1.61979521310602,1.61979521310602
0.5145,2.2699377216775685,18.247352195901907,6.0,1.6211201772349737,1.6211201772349737
0.515,2.2703018883265296,18.272274164343692,6.0,1.6224436691716937,1.6224436691716937
0.5155,2.270663833627668,18.297189121763648,6.0,1.6237656910937606,1.6237656910937606
0.516,2.271023562448108,18.32209703826618,6.0,1.6250862451782664,1.6250862451782664
0.5165,2.271381079647142,18.346997884041446,6.0,1.6264053336017754,1.6264053336017754
0.517,2.2717363900762297,18.371891629365418,6.0,1.627722958540292,1.627722958540292
0.5175,2.2720894985789997,18.396778244599822,6.0,1.629039122169224,1.629039122169224
0.518,2.272440409991247,18.421657700192178,6.0,1.6303538266633466,1.6303538266633466
0.5185,2.272789129140937,18.44652996667577,6.0,1.631667074196772,1.631667074196772
0.519,2.273135660848201,18.47139501466969,6.0,1.632978866942911,1.632978866942911
0.5195,2.273480009925339,18.496252814878773,6.0,1.6342892070744406,1.6342892070744406
0.52,2.273822181176819,18.521103338093667,6.0,1.6355980967632708,1.6355980967632708
0.5205,2.2741621793992763,18.545946555190774,6.0,1.636905538180509,1.636905538180509
0.521,2.2745000093815153,18.5707824371323,6.0,1.6382115334964298,1.6382115334964298
0.5215,2.2748356759045074,18.595610954966215,6.0,1.6395160848804389,1.6395160848804389
0.522,2.2751691837413923,18.620432079826273,6.0,1.6408191945010415,1.6408191945010415
0.5225,2.2755005376574777,18.645245782932,6.0,1.6421208645258112,1.6421208645258112
0.523,2.27582974241024,18.670052035588725,6.0,1.6434210971213554,1.6434210971213554
0.5235,2.276156802749321,18.694850809187525,6.0,1.6447198944532824,1.6447198944532824
0.524,2.2764817234165338,18.719642075205282,6.0,1.6460172586861739,1.6460172586861739
0.5245,2.276804509145857,18.744425805204646,6.0,1.6473131919835484,1.6473131919835484
0.525,2.2771251646634383,18.769201970834057,6.0,1.6486076965078338,1.6486076965078338
0.5255,2.277443694687593,18.793970543827715,6.0,1.6499007744203327,1.6499007744203327
0.526,2.277760103928805,18.81873149600563,6.0,1.6511924278811945,1.6511924278811945
0.5265,2.2780743970897244,18.843484799273554,6.0,1.6524826590493813,1.6524826590493813
0.527,2.2783865788651716,18.86823042562306,6.0,1.6537714700826431,1.6537714700826431
0.5275,2.278696653942133,18.89296834713146,6.0,1.6550588631374796,1.6550588631374796
0.528,2.279004626999764,18.91769853596189,6.0,1.656344840369118,1.656344840369118
0.5285,2.279310502709388,18.94242096436322,6.0,1.657629403931478,1.657629403931478
0.529,2.2796142857344956,18.967135604670137,6.0,1.6589125559771443,1.6589125559771443
0.5295,2.279915980730746,18.991842429303084,6.0,1.6601942986573366,1.6601942986573366
0.53,2.280215592345966,19.0165414107683,6.0,1.6614746341218822,1.6614746341218822
0.5305,2.280513125220151,19.04123252165779,6.0,1.6627535645191833,1.6627535645191833
0.531,2.280808583985463,19.06591573464935,6.0,1.664031091996193,1.664031091996193
0.5315,2.281101973266234,19.09059102250655,6.0,1.6653072186983842,1.6653072186983842
0.532,2.2813932976789615,19.115258358078748,6.0,1.6665819467697212,1.6665819467697212
0.5325,2.281682561832313,19.13991771430106,6.0,1.6678552783526324,1.6678552783526324
0.533,2.281969770327123,19.164569064194414,6.0,1.6691272155879833,1.6691272155879833
0.5335,2.282254927756394,19.189212380865488,6.0,1.6703977606150469,1.6703977606150469
0.534,2.282538038705297,19.213847637506763,6.0,1.67166691557148,1.67166691557148
0.5345,2.28281910775117,19.23847480739648,6.0,1.6729346825932911,1.6729346825932911
0.535,2.28309813946352,19.263093863898682,6.0,1.674201063814818,1.674201063814818
0.5355,2.283375138404021,19.287704780463162,6.0,1.6754660613686971,1.6754660613686971
0.536,2.283650109126516,19.31230753062553,6.0,1.6767296773858429,1.6767296773858429
0.5365,2.2839230561770147,19.336902088007143,6.0,1.6779919139954138,1.6779919139954138
0.537,2.2841939840936956,19.361488426315162,6.0,1.6792527733247935,1.6792527733247935
0.5375,2.2844628974069052,19.386066519342506,6.0,1.6805122574995606,1.6805122574995606
0.538,2.2847298006391576,19.410636340967894,6.0,1.6817703686434649,1.6817703686434649
0.5385,2.284994698305135,19.435197865155807,6.0,1.6830271088784006,1.6830271088784006
0.539,2.285257594911687,19.45975106595652,6.0,1.684282480324383,1.684282480324383
0.5395,2.2855184949578327,19.484295917506085,6.0,1.6855364850995234,1.6855364850995234
0.54,2.2857774029347575,19.508832394026328,6.0,1.6867891253200022,1.6867891253200022
0.5405,2.2860343233258154,19.533360469824856,6.0,1.688040403100046,1.688040403100046
0.541,2.2862892606065284,19.55788011929507,6.0,1.689290320551904,1.689290320551904
0.5415,2.286542219244587,19.582391316916127,6.0,1.690538879785822,1.690538879785822
0.542,2.2867932036998475,19.606894037252978,6.0,1.6917860829100195,1.6917860829100195
0.5425,2.2870422184243373,19.631388254956356,6.0,1.6930319320306668,1.6930319320306668
0.543,2.287289267862249,19.65587394476277,6.0,1.69427642925186,1.69427642925186
0.5435,2.2875343564499455,19.6803510814945,6.0,1.6955195766755984,1.6955195766755984
0.544,2.287777488615956,19.704819640059632,6.0,1.6967613764017622,1.6967613764017622
0.5445,2.2880186687809774,19.729279595451995,6.0,1.6980018305280875,1.6980018305280875
0.545,2.288257901357876,19.753730922751235,6.0,1.6992409411501461,1.6992409411501461
0.5455,2.2884951908030606,19.7781735963986,6.0,1.700478710391463,1.700478710391463
0.546,2.28873054192284,19.802607585907054,6.0,1.7017151405840278,1.7017151405840278
