t,x,y,z,delta_norm
1.6600000000000001,-8.93575243945472,-7.508339615159624,29.284898062212935,1.2327069227582912e-08
1.665,-8.863830321972701,-7.415123609913769,29.22684383489818,1.2401667304726176e-08
1.67,-8.79095719141675,-7.325512578833587,29.162867116542923,1.247541986832367e-08
1.675,-8.717360021664845,-7.239702131448547,29.093241945538708,1.254692065979747e-08
1.68,-8.64326498857979,-7.157866608882659,29.018254045632126,1.2614972427570436e-08
1.685,-8.568894053273242,-7.080159481061836,28.9381949238616,1.2678575914933731e-08
1.69,-8.494464703605,-7.006713401307502,28.853361325064377,1.2736771956549445e-08
1.695,-8.420189954182987,-6.937640206336568,28.764055231876515,1.2788650087698695e-08
1.7,-8.346277985816954,-6.873031686654368,28.670582788498994,1.2833452940295877e-08
1.705,-8.272930695463106,-6.812963427095562,28.573249324358397,1.2870483958931996e-08
1.71,-8.200344235766932,-6.7574930632285,28.47236200788387,1.2899210750950385e-08
1.715,-8.128707020219254,-6.706662950928885,28.36822569291946,1.2919276742330492e-08
1.72,-8.058199521128113,-6.660500522727379,28.261142395524395,1.293040958434505e-08
1.725,-7.988994269618748,-6.61901828780959,28.151411293973034,1.2932386927462696e-08
1.73,-7.921255835005191,-6.582214066307138,28.039328598817814,1.2925064486740924e-08
1.735,-7.855140495284504,-6.550075895892752,27.925185123214202,1.2908372303325511e-08
1.74,-7.7907964201685305,-6.522580641646765,27.80926761269534,1.2882290897672141e-08
1.745,-7.728363201660522,-6.499695992824829,27.69185726453154,1.2846936334540537e-08
1.75,-7.6679717010391535,-6.481381764224971,27.573228934082213,1.280249952657229e-08
1.7550000000000001,-7.609744048858496,-6.467589896187587,27.45365113479585,1.274922952121965e-08
1.76,-7.553793644948043,-6.458264454595445,27.333386038210037,1.268741955615161e-08
1.7650000000000001,-7.5002253163325205,-6.453342518284944,27.21268942149877,1.2617379668928876e-08
1.77,-7.449136152737925,-6.452758839952448,27.09181084319756,1.2539427242357222e-08
1.7750000000000001,-7.400615116587639,-6.456442844112249,26.970994191577848,1.2453943035740221e-08
1.78,-7.354743569464849,-6.464320998408548,26.850477127402243,1.2361378754012393e-08
1.7850000000000001,-7.311595349757917,-6.476317229999355,26.73049103102152,1.226222474205162e-08
1.79,-7.2712367726604095,-6.492352925556492,26.611261002374675,1.215703640737196e-08
1.795,-7.233726630171072,-6.512346931265585,26.49300586098888,1.2046404821415745e-08
1.8,-7.199116219209003,-6.5362156004519525,26.37593816861442,1.1930942980776891e-08
1.805,-7.167450809508125,-6.563875409601238,26.26026566641789,1.181117421447997e-08
1.81,-7.138769739707803,-6.595242817799553,26.146191871528586,1.1687736525384746e-08
1.815,-7.113106412618773,-6.630233223410109,26.033915564053494,1.156129415891028e-08
1.82,-7.0904887220460004,-6.668761552020323,25.923631019026605,1.1432567883997144e-08
1.825,-7.070939052788701,-6.7107422564418195,25.815528006408925,1.130231945870236e-08
1.83,-7.054474280640322,-6.756089316710436,25.70979179108847,1.1171373386744639e-08
1.835,-7.041105772388554,-6.804716240086208,25.60660313288028,1.1040592531191841e-08
1.84,-7.030839385815327,-6.856536061053389,25.506138286526404,1.091089658378775e-08
1.845,-7.023676186013381,-6.911461235227962,25.40856975217014,1.0783095410365247e-08
1.85,-7.019614674467422,-6.969404653082359,25.314068989474094,1.0658069517439825e-08
1.855,-7.018649308264917,-7.0302787675328755,25.222804676619383,1.0536782167244222e-08
1.86,-7.020770460232379,-7.093994146668936,25.134942317866596,1.0420229218377952e-08
1.865,-7.025964433324755,-7.160459456388427,25.050644254784682,1.0309440396100834e-08
1.87,-7.034213460625423,-7.229581460397721,24.970069666250918,1.0205476057398808e-08
1.875,-7.045495705346195,-7.301265020211655,24.893374568450934,1.0109413177297117e-08
1.8800000000000001,-7.0597852608273115,-7.37541309515355,24.82071181487869,1.0022343013225242e-08
1.885,-7.077052150537448,-7.451926742355188,24.75223109633649,9.945354250434482e-09
1.8900000000000001,-7.0972627880471055,-7.530704177789319,24.688078961877718,9.879397494311247e-09
1.895,-7.120382254421726,-7.611638710264744,24.62840114765971,9.825360895475237e-09
1.9000000000000001,-7.146372246390814,-7.694621052673632,24.57334195695059,9.784183240299734e-09
1.905,-7.175190410441437,-7.779536691630872,24.5230414960258,9.756706699637422e-09
1.9100000000000001,-7.206790374782405,-7.866265708291177,24.477635591933776,9.743677161951618e-09
1.915,-7.241121749344259,-7.954682778349065,24.437255792495947,9.745718078980827e-09
1.92,-7.278130125779284,-8.044657172038878,24.40202936630675,9.763344228716217e-09
1.925,-7.3177570774615,-8.136052754134775,24.372079302733614,9.796926817365196e-09
1.93,-7.359940159354299,-8.228727980821422,24.347524305951822,9.846709838045392e-09
1.935,-7.404613181087642,-8.322533687178193,24.32847670020518,9.912596868548833e-09
1.94,-7.451706793995777,-8.417312030628617,24.315046300084525,9.994414639548342e-09
1.945,-7.5011469605483,-8.512897832429974,24.307337444022075,1.0091865564518313e-08
1.95,-7.552854539663703,-8.609117671903794,24.305445570791775,1.020447048675583e-08
1.955,-7.606745286709393,-8.705789886435891,24.309457219509284,1.0331587468039728e-08
1.96,-7.662729853501674,-8.802724571476322,24.31945002963198,1.0472438688929041e-08
1.965,-7.720713788305766,-8.899723580539426,24.335492740958973,1.0626122191881123e-08
1.97,-7.780597535835785,-8.996580525203797,24.357645193631086,1.0791641268039999e-08
1.975,-7.8422764447041216,-9.09308096658919,24.38595645261544,1.0967872667543681e-08
1.98,-7.905640354914854,-9.188999751300743,24.42046347980202,1.1153403906707077e-08
1.985,-7.970572958243757,-9.284100921848559,24.461194378409452,1.1346964336969293e-08
1.99,-8.036951850066226,-9.378141315516844,24.508161119675247,1.1547221216585145e-08
1.995,-8.10464853495312,-9.47087067239249,24.561359219249304,1.175277557154172e-08
2.0,-8.173528426670739,-9.562031635365035,24.6207677371939,1.1962189619212419e-08
2.005,-8.243450848180853,-9.651359750126701,24.686349277983688,1.2174000717120593e-08
2.0100000000000002,-8.314269031640686,-9.738583465172386,24.758049990505704,1.2386748820068013e-08
2.015,-8.385830434347568,-9.823425691966346,24.835798298380613,1.259906455925327e-08
2.02,-8.457976055515163,-9.905604124293395,24.919501462063653,1.2809166957340677e-08
2.025,-8.53053912124447,-9.98482733136377,25.00904812367576,1.3015651015119912e-08
2.0300000000000002,-8.603347543053527,-10.060804273925756,25.10430390321733,1.3217196479734065e-08
2.035,-8.676224057261866,-10.133244871338908,25.20511106745479,1.3412461919423246e-08
2.04,-8.748986224990556,-10.201860001574085,25.31128852992067,1.3600111572889528e-08
2.045,-8.821446432162174,-10.266361501213426,25.422631850913543,1.3778819129895498e-08
2.05,-8.893411904530792,-10.326462208841814,25.538913242157633,1.394733173485177e-08
2.055,-8.964686419824865,-10.38188232594553,25.659881312920827,1.4104613492484353e-08
2.06,-9.035067087807883,-10.432344281266962,25.785257656117537,1.4249090393607561e-08
2.065,-9.104347434288789,-10.47757905346286,25.91473905474883,1.4380041147695982e-08
2.07,-9.172319939426002,-10.517332638141198,26.047998723440617,1.4496723310685935e-08
2.075,-9.238776037727426,-10.551366047861203,26.184686308443705,1.4598380207826679e-08
2.08,-9.303506118050432,-10.579455312133323,26.324427887633714,1.4684261467217821e-08
2.085,-9.366299531148954,-10.601391491287403,26.466825983343178,1.4753696576673877e-08
2.09,-9.426947032029327,-10.616986438015129,26.61146374498066,1.4806586241282732e-08
2.095,-9.485238021345863,-10.626071459797547,26.75789984230156,1.4841941445284619e-08
2.1,-9.540964312646597,-10.628501346449346,26.905673977549082,1.4860082646627295e-08
2.105,-9.593923660663883,-10.624159906378146,27.054312754587574,1.4861276901543589e-08
2.11,-9.643919761314368,-10.612959966584507,27.203329678902435,1.4845783713927713e-08
2.115,-9.690762251699006,-10.594843372661918,27.352225157600163,1.4813837485701082e-08
2.12,-9.734267088350007,-10.569781258824737,27.500487616424195,1.4766072428321358e-08
2.125,-9.774258985056415,-10.537777437223168,27.647601734607182,1.4703006323151357e-08
2.13,-9.810568823537277,-10.49886817922727,27.793040183076943,1.46253897471135e-08
2.1350000000000002,-9.843039922513457,-10.453124029837396,27.936278780650923,1.4534789055509773e-08
2.14,-9.871529237911401,-10.400650363394561,28.076799744544537,1.4432686501567921e-08
2.145,-9.895907362863175,-10.341587383580423,28.21409169037125,1.4320477385030827e-08
2.15,-9.916058527706436,-10.276110123417284,28.347649632142527,1.4199465195700386e-08
2.1550000000000002,-9.931881541312618,-10.204426148946608,28.47698077804018,1.4071891762694181e-08
2.16,-9.943289727568775,-10.126776612679691,28.60160610958571,1.3938750971379686e-08
2.165,-9.950212454630933,-10.043435537616007,28.721061690686053,1.3802473665161598e-08
2.17,-9.95259782545386,-9.954704089844592,28.834910636412058,1.3665445117742425e-08
2.1750000000000003,-9.950412696614457,-9.86091053441966,28.942743210836944,1.3529808073741057e-08
2.18,-9.943642678311752,-9.762410235360642,29.044176827036267,1.3397419437447269e-08
2.185,-9.932292027058965,-9.65958472167388,29.138856533359014,1.3270250414345502e-08
2.19,-9.916382480548133,-9.55283203698733,29.22646010385798,1.3150177485084808e-08
2.195,-9.895954874829728,-9.44257404777457,29.306695053205313,1.3038750318119863e-08
2.2,-9.871068736029729,-9.329244154759488,29.379305728831728,1.2938008442212695e-08
2.205,-9.841801967933197,-9.213283931732954,29.44407510156344,1.2849557085576361e-08
2.21,-9.808250851984257,-9.095143125552758,29.50082476562221,1.277447940644138e-08
2.215,-9.770530047286107,-8.975279656143655,29.54941493862531,1.271331259810251e-08
2.22,-9.728770598769485,-8.854153926418686,29.589742881594372,1.266694517644002e-08
2.225,-9.683118860923196,-8.732223539339602,29.621741376446472,1.2635110115793648e-08
2.23,-9.633737479249913,-8.609944610483243,29.645380896372494,1.2617993497948176e-08
2.235,-9.580801700810637,-8.487761824857987,29.660667701276424,1.261542522107396e-08
2.24,-9.524499329040934,-8.366108314319453,29.667643807783637,1.2626740923193816e-08
2.245,-9.465030723750944,-8.24540565757055,29.666386989240884,1.265079014943443e-08
2.25,-9.402607532439905,-8.126062157559645,29.657008446480514,1.2686464613969836e-08
2.255,-9.337449440769722,-8.00846749467152,29.639645455621253,1.2732236572014192e-08
2.2600000000000002,-9.269785727201024,-7.892994521096973,29.614465625998914,1.2786699737588176e-08
2.265,-9.199850417003363,-7.779993542620248,29.581660532172545,1.2848454375541051e-08
2.27,-9.127881967857729,-7.669791924975522,29.5414452146059,1.29159013270727e-08
2.275,-9.05412326985656,-7.562694093846956,29.494058179667444,1.2987247646936819e-08
2.2800000000000002,-8.978820440301435,-7.458981368936159,29.439758557098095,1.3060922417739181e-08
2.285,-8.902220319480595,-7.358911580487128,29.378818861619852,1.3135196671096144e-08
2.29,-8.824570900380854,-7.262718812260767,29.311528129310112,1.3208644688066446e-08
2.295,-8.746117433823455,-7.170612711777447,29.23818527025007,1.3279992844443921e-08
2.3000000000000003,-8.667102259946066,-7.082778464940946,29.1590987245045,1.3347967299724494e-08
2.305,-8.587764808202802,-6.999376796038477,29.074586462121797,1.34112979266325e-08
2.31,-8.50834059372169,-6.920545399025499,28.984973145142515,1.3468993281523491e-08
2.315,-8.429059894263808,-6.846401411824902,28.890585565203033,1.3519989246809073e-08
2.32,-8.350147587264305,-6.777040474941802,28.79175440239244,1.3563551597353291e-08
2.325,-8.271820845875943,-6.712539029952946,28.68880937990829,1.3599086685448415e-08
2.33,-8.194289094252017,-6.652954373773819,28.582079153130834,1.3626074602137825e-08
2.335,-8.117754007546322,-6.598324658658604,28.471891309622936,1.3644051749117794e-08
2.34,-8.042409192916033,-6.548670733200145,28.358571036921518,1.3652695920245979e-08
2.345,-7.968439591227433,-6.504000508123262,28.242438359654432,1.3651715238397726e-08
2.35,-7.896021549963805,-6.4643068706744256,28.12380980249806,1.3640977541871493e-08
2.355,-7.8253218815184065,-6.429571362767775,28.002995470347994,1.3620489429539268e-08
2.36,-7.756497828743692,-6.399764348711265,27.880298920515777,1.35903166305603e-08
2.365,-7.6896970649513,-6.374845015206657,27.756017162728895,1.3550607419070195e-08
2.37,-7.625057723065114,-6.3547616877716,27.630440596118866,1.350152284350081e-08
2.375,-7.562708867036007,-6.339457174938851,27.503852210370418,1.344326855339338e-08
2.38,-7.50277033338866,-6.3288668663811505,27.376528479345307,1.3376094154734682e-08
2.3850000000000002,-7.445353005911228,-6.32292077427348,27.24873868499979,1.3300340586998939e-08
2.39,-7.390558936452207,-6.321544747370546,27.12074462394601,1.3216411928015078e-08
2.395,-7.3384813449204005,-6.324660471006775,26.992800607451915,1.312477276212091e-08
2.4,-7.2892046192849405,-6.332185467096315,26.86515346144132,1.3025939058833394e-08
2.4050000000000002,-7.242804407722671,-6.344033322591488,26.73804259391949,1.29204258024367e-08
2.41,-7.19934915615796,-6.360117742236016,26.611701395901218,1.2808671558801494e-08
2.415,-7.158899621769806,-6.380350934896799,26.48635729022548,1.2691246422059332e-08
2.42,-7.1215095412863585,-6.4046440369118764,26.362231795635356,1.2568718447379095e-08
2.4250000000000003,-7.087225984134305,-6.432907867919164,26.23954072117847,1.2441714363566949e-08
2.43,-7.056089352438883,-6.465052930856453,26.118494166207043,1.2310924331746308e-08
2.435,-7.028133381023863,-6.500989411961415,25.99929652037782,1.2177094076997186e-08
2.44,-7.003385137411558,-6.540627180771601,25.8821464636521,1.2041005810185236e-08
2.445,-6.981865246845621,-6.583875897597402,25.767237238944915,1.1903410906802222e-08
2.45,-6.963590173523838,-6.6306467189703335,25.654759426137133,1.176499055646006e-08
2.455,-6.9485716270634,-6.680851825270646,25.544900083183176,1.162658430891456e-08
2.46,-6.936816604855149,-6.734402999713176,25.43784264983459,1.1489035215509244e-08
2.465,-6.928327551166523,-6.79121160232041,25.333767132712367,1.1353243259516026e-08
2.47,-6.923102357141554,-6.8511885699224955,25.23285010530692,1.1220174750201057e-08
2.475,-6.921134360800865,-6.91424441615722,25.13526470797811,1.1090828221174937e-08
2.48,-6.922412347041678,-6.980289231470041,25.041180647955212,1.0966282020582314e-08
2.485,-6.9269205476378035,-7.049232683114067,24.950764199336934,1.0847634535065094e-08
2.49,-6.934638911207338,-7.120983602847587,24.864178404933906,1.0735910089517405e-08
2.495,-6.945545874280737,-7.195448268703119,24.781585918437482,1.0632041587303619e-08
2.5,-6.959617093486038,-7.272532555873817,24.70314841155706,1.0537168718582731e-08
2.505,-6.97682436724116,-7.352139045433734,24.62902462794346,1.0452368775916842e-08
2.5100000000000002,-6.997135716506048,-7.434166593223895,24.559370360288654,1.0378710581039202e-08
2.515,-7.020515384782675,-7.518510329852259,24.494338450325802,1.03172390164056e-08
2.52,-7.046923838115041,-7.605061660693769,24.434078788829197,1.0268957068386221e-08
2.525,-7.076317765089176,-7.693708265890323,24.378738315614303,1.0234822045200341e-08
2.5300000000000002,-7.1086500768331415,-7.784334100350785,24.328461019537734,1.0215717704940893e-08
2.535,-7.143870108173685,-7.876818279008779,24.283387427321845,1.0212299186201317e-08
2.54,-7.181925150565656,-7.971031673002943,24.243655734644612,1.0225046933833962e-08
2.545,-7.222759063187452,-8.066840206448969,24.209403031025914,1.0254447545541781e-08
2.5500000000000003,-7.266311125528561,-8.164102202877613,24.180760702696915,1.0300786669373468e-08
2.555,-7.312516029766599,-8.262668132045734,24.157854193484546,1.0364178768170922e-08
2.56,-7.361303880767331,-8.362380609936341,24.14080300481147,1.0444572716984018e-08
2.565,-7.412600196084659,-8.463074398758568,24.1297206956961,1.0541756397016379e-08
2.57,-7.466325905960621,-8.56457640694767,24.124714882752603,1.0655371091059095e-08
2.575,-7.522397331702104,-8.666705615063107,24.125886911850248,1.0784902754380962e-08
2.58,-7.580726028895083,-8.769270515460581,24.13332817750103,1.0929446823732004e-08
2.585,-7.641218831456615,-8.872068255643013,24.1471264158345,1.1088121315136049e-08
2.59,-7.703776666432795,-8.974886384079365,24.16735881784001,1.1259931434567588e-08
2.595,-7.768294331472473,-9.077502818718914,24.194089702020154,1.144374195829898e-08
2.6,-7.83466049482723,-9.179685846991209,24.227370514390753,1.1638310650175551e-08
2.605,-7.902757695351417,-9.28119412580612,24.267239828480868,1.1842322268866471e-08
2.61,-7.972462342502126,-9.381776681553811,24.31372334533279,1.205440382753942e-08
2.615,-8.043644720896264,-9.481172947884726,24.36683383304749,1.2273180321916129e-08
2.62,-8.116168974936798,-9.579114454451908,24.42656612683267,1.2497048670548218e-08
2.625,-8.189891515016367,-9.675318919183429,24.492900863784783,1.2724294167785605e-08
2.63,-8.264661612597884,-9.769495583171915,24.565800724200802,1.295345208294239e-08
2.6350000000000002,-8.340321862059268,-9.861348493634196,24.645206478495545,1.3183011054051376e-08
2.64,-8.416708180693432,-9.950576503911275,24.731036987201637,1.3411417896765121e-08
2.645,-8.493649808708312,-10.036873273468379,24.823189200969562,1.3637116532119055e-08
2.65,-8.570969309226847,-10.119927267894925,24.92153816056762,1.3858557916242563e-08
2.6550000000000002,-8.64848269247004,-10.199422249646217,25.02593683582623,1.4074341918861267e-08
2.66,-8.726000262864309,-10.275043195958718,25.136212455616448,1.4282807432948097e-08
2.665,-8.803323278918247,-10.346467699478199,25.25216656259331,1.448231124392501e-08
2.67,-8.880247670074358,-10.413377092933779,25.37357414228944,1.4671705281443982e-08
2.6750000000000003,-8.956565126317255,-10.475460114803942,25.500182881133437,1.4849795580598601e-08
2.68,-9.032063098173646,-10.532412909316525,25.631713166449817,1.5015381181197835e-08
2.685,-9.106524796712367,-10.583939026448736,25.76785808645909,1.516725211656288e-08
2.69,-9.179729199788582,-10.629749437356022,25.908283436594758,1.5304278009444773e-08
2.695,-9.25145326512585,-10.6695695412667,26.052629506671384,1.542580168253619e-08
2.7,-9.321468818023439,-10.70313613606923,26.200506248670173,1.553026906703238e-08
2.705,-9.389546121687344,-10.730202909920415,26.35149734812395,1.5617411650593495e-08
2.71,-9.455457343571796,-10.750547868743402,26.505163996792227,1.5686914174585275e-08
2.715,-9.51897655537923,-10.763973336227673,26.66104489266118,1.5738414671435816e-08
2.72,-9.579879733060304,-10.770305953829048,26.81865623994366,1.5771531721140197e-08
2.725,-9.637945026496386,-10.769397077810538,26.977492355579148,1.5786227791951096e-08
2.73,-9.692955683009384,-10.761129185748706,27.137032680870284,1.5782473892797635e-08
2.735,-9.744696632361705,-10.745413502472577,27.29673366730536,1.5760232643255072e-08
2.74,-9.79296133410921,-10.722196078550919,27.45604219881171,1.5720511932363382e-08
2.745,-9.837553636131977,-10.691459945823887,27.614399562345596,1.5664226263827972e-08
2.75,-9.878287774634348,-10.653225117402993,27.771241447892308,1.5592213823806533e-08
2.755,-9.91498837414489,-10.607548587671134,27.925997948466094,1.5505240616927483e-08
2.7600000000000002,-9.947491958810664,-10.554524291565656,28.078099499922875,1.540509320866468e-08
2.765,-9.975647066843385,-10.49428547076709,28.226979091592302,1.5292280825457935e-08
2.77,-9.999315766420677,-10.427004132301601,28.372073282940512,1.5168974132233963e-08
2.775,-10.018378190828509,-10.352889255998686,28.512836645108916,1.5037387615242307e-08
2.7800000000000002,-10.03273259120758,-10.272186779119933,28.6487419462334,1.489955696796964e-08
2.785,-10.042295336553325,-10.185179596359031,28.779280151444297,1.4757293495405038e-08
2.79,-10.047001014618493,-10.092186297015253,28.903961909178726,1.4612816794016274e-08
2.795,-10.046802817300376,-9.99355490562821,29.022326000289915,1.4468021936247057e-08
2.8000000000000003,-10.041673014450014,-9.889668851388327,29.13393387018998,1.4325047940291248e-08
2.805,-10.031605015202997,-9.78093505587232,29.238382817482396,1.4186619900140491e-08
2.81,-10.016613577386073,-9.66778207358202,29.33530808422599,1.4055062597826226e-08
2.815,-9.99673480751714,-9.550660091944419,29.424382855934887,1.3932243241797324e-08
2.82,-9.97202615184931,-9.430040891090105,29.505318267685066,1.3819599036547043e-08
2.825,-9.942564241571638,-9.306407921759586,29.577864789775273,1.3719226572560837e-08
2.83,-9.908446057098987,-9.180257970348316,29.64181235766429,1.3631703647515275e-08
2.835,-9.86978837270429,-9.052094607078821,29.69699278901742,1.3558590640630926e-08
2.84,-9.8267259817409,-8.922419803458885,29.743281285755298,1.3500873737334652e-08
2.845,-9.779411696642558,-8.791733932281534,29.780596434053926,1.3458907984011678e-08
2.85,-9.728016348923427,-8.660535767625085,29.808900204344646,1.3432384487441717e-08
2.855,-9.672726702627854,-8.529317979742615,29.828194992279894,1.3421255763292693e-08
2.86,-9.61374338779,-8.398560694592895,29.838519470250176,1.3424476565213637e-08
2.865,-9.551281698489047,-8.268732760035148,29.839951454672228,1.3441375643567803e-08
2.87,-9.485567034387884,-8.140283004055728,29.832603119712388,1.3471011996775603e-08
2.875,-9.416834812183811,-8.013640057758716,29.816620887857805,1.3512015201588073e-08
2.88,-9.345330465608551,-7.889212355365956,29.792185429916437,1.3562584912298672e-08
2.8850000000000002,-9.271307147279447,-7.767386189524882,29.759506661568665,1.3621273029496994e-08
2.89,-9.195023940349426,-7.648523448056537,29.71881829099256,1.3686022808196385e-08
2.895,-9.116745048012913,-7.532961158830928,29.67037925714834,1.3755292717504482e-08
2.9,-9.036735828484549,-7.421008617857705,29.614467263349667,1.3827506750826442e-08
2.9050000000000002,-8.955262767080894,-7.3129473677482615,29.551378724114112,1.390096235892979e-08
2.91,-8.872593445705014,-7.209031210792965,29.481428693041003,1.397389382362814e-08
2.915,-8.788993922758912,-7.109487500643436,29.40494388108744,1.404490892420226e-08
2.92,-8.704728782567177,-7.014517221757862,29.322261931689983,1.4112402903691069e-08
2.9250000000000003,-8.620058506477871,-6.924295299463803,29.23372847063493,1.4175273565896171e-08
2.93,-8.535237667534954,-6.838971226743272,29.139693462565617,1.4232467921068374e-08
2.935,-8.450514930478224,-6.758669064232694,29.0405112109824,1.4282981803178927e-08
2.94,-8.366132960097044,-6.683487664250226,28.93654008429475,1.4325894487207895e-08
2.945,-8.282326753140751,-6.6135052804724035,28.828137000361295,1.4360489041028555e-08
2.95,-8.199323980437144,-6.548778740883319,28.715658763410115,1.4386091476182067e-08
2.955,-8.117343140159127,-6.489346080462961,28.59945880122746,1.4402308062678747e-08
2.96,-8.03659293636213,-6.4352278329098835,28.47988556484858,1.4408848361694657e-08
2.965,-7.957272278984146,-6.386427030641231,28.357282528557768,1.4405498998902718e-08
2.97,-7.879570276551813,-6.342929345382206,28.23198812592207,1.4392104027712962e-08
2.975,-7.803665976926699,-6.304708522518379,28.104333432554633,1.4368591812528995e-08
2.98,-7.7297283611615555,-6.271725775689976,27.974642908282167,1.433495133449959e-08
2.985,-7.6579160840914104,-6.243931848547824,27.84323338167443,1.4291314443860213e-08
2.99,-7.588377353036272,-6.221268974849356,27.71041311753184,1.4237902151842432e-08
2.995,-7.5212499278011515,-6.203670878458626,27.5764818168855,1.4175011145498606e-08
3.0,-7.45666112067603,-6.191062773346288,27.441730616997155,1.4102992133899314e-08
3.005,-7.394728112351867,-6.1833629013565305,27.306442150324987,1.4022161361382875e-08
3.0100000000000002,-7.3355588335878865,-6.180487488397581,27.17089104677223,1.3932889183753641e-08
3.015,-7.279251495787056,-6.182347462085452,27.03534411495901,1.383558590315019e-08
3.02,-7.225895530730383,-6.188851645404989,26.900060321968752,1.3730720118658122e-08
3.025,-7.175571653336915,-6.199907024162208,26.765290796503155,1.3618828275044941e-08
3.0300000000000002,-7.128351861663735,-6.215418746984302,26.63127882888216,1.3500508867814103e-08
3.035,-7.084299436905977,-6.235290125319625,26.49825987104401,1.3376420542736813e-08
3.04,-7.043469220223373,-6.259423067959165,26.36646183828508,1.3247149216128922e-08
3.045,-7.005909690992929,-6.2877217020914875,26.236107561463154,1.3113237643497762e-08
3.0500000000000003,-6.971662013835812,-6.320090267570028,26.107413771369774,1.2975356553181696e-08
3.055,-6.940761077802114,-6.356433490369763,25.98059188059063,1.283416168588783e-08
3.06,-6.913235746903442,-6.396656899674387,25.855848231170487,1.269037169245643e-08
3.065,-6.889108860112919,-6.440666827876306,25.733384094613232,1.2544782421068566e-08
3.0700000000000003,-6.868397231365195,-6.488370410576646,25.613395671881847,1.2398239973823939e-08
3.075,-6.851111649556442,-6.539675586585228,25.49607409339845,1.2251658655339638e-08
3.08,-6.837256955267592,-6.594491054865057,25.381605530758062,1.210593892874019e-08
3.085,-6.826834338579466,-6.652726371710634,25.2701741590918,1.1961766484853185e-08
3.09,-6.819841717046614,-6.714293309057637,25.16196198784531,1.1820156438325784e-08
3.095,-6.816272797154947,-6.779103346046667,25.05714799395177,1.1682038686262475e-08
3.1,-6.816117256494806,-6.847067128153313,24.955908481101268,1.1548420949587643e-08
3.105,-6.819360743760967,-6.918094467188187,24.858417079740722,1.1420358738398612e-08
3.11,-6.825984878752638,-6.992094341296897,24.76484474707394,1.1298961581220768e-08
3.115,-6.835967252373464,-7.068974894960067,24.675359767061586,1.1185381997988869e-08
3.12,-6.849281426631516,-7.148643438993302,24.59012775042122,1.1080821686259876e-08
3.125,-6.865896946692621,-7.231006413590448,24.509311636838433,1.0986469880619002e-08
3.13,-6.8857812806327745,-7.3159661043272886,24.433073017775147,1.0903144869120651e-08
3.1350000000000002,-6.908900650101363,-7.403422454920485,24.36157425801936,1.083205214311045e-08
3.14,-6.935217432364896,-7.493272173919994,24.29497538085211,1.0774240902990184e-08
3.145,-6.964690216735973,-7.585406685645147,24.23343346366701,1.0730691343358466e-08
3.15,-6.99727380457328,-7.679712130184615,24.177102637970272,1.0702328912920819e-08
3.1550000000000002,-7.032919209281586,-7.776069363396434,24.126134089380713,1.0689997563911345e-08
3.16,-7.071573656311743,-7.874353956907964,24.080676057629752,1.0694449624910555e-08
3.165,-7.113180583160689,-7.9744361981159395,24.040873836561396,1.0716335352097254e-08
3.17,-7.157679646534603,-8.076180209059286,24.006869087208393,1.0756033527888273e-08
3.1750000000000003,-7.205007599364718,-8.179439733930444,23.978799608007577,1.0813660062598126e-08
3.18,-7.255097763124232,-8.284061546034152,23.956802557261195,1.0889340258294447e-08
3.185,-7.307878356322501,-8.389883079471735,23.941008339536022,1.0982965633802582e-08
3.19,-7.363272415024062,-8.496732028389717,23.931540058054274,1.1094230163704435e-08
3.1950000000000003,-7.421197792848641,-8.604426346979844,23.92851351469362,1.122266600125173e-08
3.2,-7.481567160971144,-8.71277424947904,23.93203720998718,1.1367653675585415e-08
3.205,-7.544288008121674,-8.821574210169471,23.94221234312351,1.1528455957768905e-08
3.21,-7.609262596065231,-8.930614922575138,23.959132287949746,1.1704192075303876e-08
3.215,-7.676387404425768,-9.03967293935821,23.982877838903047,1.189354028146011e-08
3.22,-7.745553088321541,-9.148510944172749,24.01352457171175,1.2095304765025111e-08
3.225,-7.816643491666151,-9.256880647438805,24.05113449443567,1.2308187426787594e-08
3.23,-7.889535436996462,-9.364523066294883,24.09575361248513,1.2530774259374456e-08
3.235,-7.964098725472573,-9.471168524597893,24.14741192862097,1.276157778711092e-08
3.24,-8.04019613687784,-9.576536652923183,24.206123442954524,1.299905843687838e-08
3.245,-8.117683429618847,-9.680336388564486,24.27188615294764,1.3241665087729356e-08
3.25,-8.196409368832219,-9.782266203658414,24.344681769467954,1.3487898360592529e-08
3.255,-8.27621556242746,-9.882016785404623,24.42446955197815,1.3735875007197869e-08
3.2600000000000002,-8.356934345890672,-9.979263398446742,24.511190997906162,1.3983786929191797e-08
3.265,-8.438390335252526,-10.07367450393907,24.604764323802744,1.4230102684601059e-08
3.27,-8.52040093389588,-10.164914826564482,24.70508159759391,1.4473231633036491e-08
3.275,-8.602776332555738,-10.252645354534387,24.812008738580914,1.4711552558391139e-08
3.2800000000000002,-8.685319509319273,-10.336523339588744,24.92538551744026,1.4943452783339116e-08
3.285,-8.767826229625793,-10.416202296996044,25.045025556223678,1.516732445454452e-08
3.29,-8.85008559573645,-10.491334276837819,25.170715792900783,1.5381863912229078e-08
3.295,-8.931879911016516,-10.561574711397087,25.30221231976087,1.5585072807649234e-08
