t,v,iL
17.490000000000002,0.25471528327168613,2.600661598374791
17.495,0.24415142486111746,2.6019088043105736
17.5,0.2334815754699136,2.603102926773737
17.505,0.22270446318564885,2.604243432895821
17.51,0.21181881875567826,2.605329783439479
17.515,0.2008233755871691,2.6063614327984777
17.52,0.18971686974705418,2.6073378289976996
17.525000000000002,0.1784980399620547,2.6082584136931413
17.53,0.16716562761870465,2.6091226221719124
17.535,0.15571837676330305,2.609929883352237
17.54,0.14415503410194533,2.6106796197834536
17.545,0.1324743490005076,2.6113712476460162
17.55,0.12067507348467957,2.6120041767514897
17.555,0.10875596223991502,2.612577810542556
17.56,0.09671577261146447,2.6130915460930106
17.565,0.08455326460435883,2.613544774107763
17.57,0.07226720088344352,2.6139368789228357
17.575,0.05985650212979248,2.6142672452238225
17.580000000000002,0.047320160204296885,2.6145352517987024
17.585,0.034656962185925004,2.614740260634913
17.59,0.02186574764739478,2.6148816298402404
17.595,0.008945411294982893,2.614958713766327
17.6,-0.004105097031493532,2.614970863008671
17.605,-0.017286772358639527,2.6149174244066264
17.61,-0.03060055457953821,2.6147977410434033
17.615000000000002,-0.04404732845372311,2.6146111522460678
17.62,-0.05762792360714927,2.614356993585542
17.625,-0.07134311453225042,2.614034596876605
17.63,-0.08519362058790114,2.6136432901778903
17.635,-0.09918010599943586,2.613182397791888
17.64,-0.11330317985860955,2.612651240264945
17.645,-0.127563396123657,2.6120491343872634
17.650000000000002,-0.14196125361926357,2.611375393192901
17.655,-0.15649719603653386,2.6106293259597737
17.66,-0.17117161193305372,2.60981023820965
17.665,-0.18598483473284855,2.608917431708158
17.67,-0.20093714272640467,2.6079502044647787
17.675,-0.21602871855313424,2.606907855051544
17.68,-0.23125925662253136,2.605789721977246
17.685,-0.24662869609302868,2.6045951028910466
17.69,-0.2621369645589064,2.6033232863324254
17.695,-0.2777838364661813,2.601973567385053
17.7,-0.2935689331126727,2.6005452476767803
17.705000000000002,-0.3094917226479698,2.599037635379645
17.71,-0.32555152007339744,2.597450045209873
17.715,-0.3417474872420839,2.595781798427873
17.72,-0.35807863285891595,2.5940322228382398
17.725,-0.3745438124805614,2.592200652789753
17.73,-0.3911417285154226,2.5902864291753804
17.735,-0.40787093022370646,2.588288899432273
17.740000000000002,-0.42472981371739005,2.586207417541766
17.745,-0.4417166219601837,2.5840413440293855
17.75,-0.45882944476760357,2.581790045964837
17.755,-0.4760662188069231,2.579452896962015
17.76,-0.49342472759719797,2.577029277178997
17.765,-0.5109026015092161,2.574518573318051
17.77,-0.5284973177655722,2.5719201786256254
17.775000000000002,-0.5462062004406307,2.5692334928923537
17.78,-0.564026273055345,2.566457987412948
17.785,-0.5819542050262768,2.563593148936428
17.79,-0.5999865343209929,2.560638416487597
17.795,-0.6181195934198149,2.557593255648754
17.8,-0.6363495092635173,2.554457158592243
17.805,-0.6546722032534038,2.551229644080436
17.81,-0.6730833912512566,2.547910257465744
17.815,-0.691578583579362,2.5444985706906125
17.82,-0.7101530850204576,2.54099418228753
17.825,-0.7288019948178118,2.537396717379014
17.830000000000002,-0.7475202066751843,2.533705827677619
17.835,-0.7663024087567856,2.529921191485942
17.84,-0.7851430836873573,2.5260425136966105
17.845,-0.8040365085521186,2.522069525792289
17.85,-0.8229767548967937,2.518001985845677
17.855,-0.8419576887275565,2.5138396785195183
17.86,-0.8609729705111132,2.5095824150665837
17.865000000000002,-0.880016055174661,2.5052300333296817
17.87,-0.8990801921058469,2.5007823977416654
17.875,-0.9181584251528502,2.4962393993254146
17.88,-0.9372435926243274,2.4916009556938494
17.885,-0.9563285761129667,2.486867028963443
17.89,-0.9754066123389182,2.482037681259284
17.895,-0.9944698064288553,2.477112974334573
17.900000000000002,-1.0135101616526578,2.4720930039078457
17.905,-1.0325196848670402,2.466977905393771
17.91,-1.0514903865156315,2.4617678539031305
17.915,-1.0704142806289234,2.456463064242831
17.92,-1.089283384824295,2.4510637909158968
17.925,-1.1080897203059603,2.445570328121488
17.93,-1.1268253118650484,2.4399830097548727
17.935,-1.1454821878795498,2.4343022094074485
17.94,-1.1640523803143434,2.428528340366728
17.945,-1.1825279247211433,2.422661855616361
17.95,-1.2009008602385776,2.416703247836105
17.955000000000002,-1.21916322959215,2.410653049401841
17.96,-1.2373070790941993,2.404511832385585
17.965,-1.2553244586439787,2.398280208555462
17.97,-1.2732074217276028,2.391958829375724
17.975,-1.2909480254180743,2.3855483860067395
17.98,-1.3085383303752327,2.3790496093050146
17.985,-1.325970630899641,2.3724632598453015
17.990000000000002,-1.3432384810106002,2.365790105473625
17.995,-1.3603347154657155,2.359031017036175
18.0,-1.377252256497926,2.3521869005489244
18.005,-1.3939843155210578,2.3452586860585893
18.01,-1.410524393129848,2.3382473276426183
18.015,-1.4268662790998974,2.331153803409215
18.02,-1.4430040523877419,2.3239791154973064
18.025000000000002,-1.4589320811308153,2.3167242900765563
18.03,-1.4746450226474168,2.309390377347385
18.035,-1.490137823436779,2.301978451540933
18.04,-1.5054057191790227,2.2944896109190878
18.045,-1.5204442347351776,2.286924977774467
18.05,-1.5352491841471412,2.279285698430445
18.055,-1.549816670637742,2.2715729432411176
18.06,-1.5641430866106973,2.263787906591325
18.065,-1.5782251136506331,2.25593180689664
18.07,-1.5920597225230444,2.2480058866033916
18.075,-1.6056441731743567,2.240011412188629
18.080000000000002,-1.6189760147318926,2.2319496741601412
18.085,-1.6320531043685227,2.2238219770298477
18.09,-1.6448738505615934,2.215629549448937
18.095,-1.6574370097090048,2.2073736688689958
18.1,-1.6697415827844067,2.199055631573238
18.105,-1.6817868370817344,2.1906767328034054
18.11,-1.69357230621526,2.182238266759731
18.115000000000002,-1.7050977901195645,2.1737415266009577
18.12,-1.7163633550495165,2.165187804444356
