t,theta1_A,theta1_dot_A,theta2_A,theta2_dot_A,theta1_B,theta1_dot_B,theta2_B,theta2_dot_B,diff_norm,E,E_minus_E0
3.5500000000000003,-0.668943674099351,-0.4233044664983069,-0.757696482733109,0.097588406392561,-0.6695404486924854,-0.42491741916281667,-0.7586723909845628,0.09808313918660215,0.0020383605337907064,4.613794495738189,-1.7897401471955732e-06
3.5525,-0.6699802877723187,-0.4059752329845358,-0.7574531836886256,0.09703108929929184,-0.6705810876240642,-0.40758224611098565,-0.7584278311415837,0.09754454803003436,0.0020388793922576985,4.613794497028936,-1.7884494001307871e-06
3.555,-0.6709734994786367,-0.38858375580555227,-0.7572114145874553,0.09636602832795498,-0.6715783095195916,-0.3901845767735319,-0.7581847548054048,0.09689773582915377,0.0020392466755819864,4.613794497636291,-1.7878420450756494e-06
3.5575,-0.6719231567713816,-0.37113260466555037,-0.7569714395143506,0.09559756330371477,-0.6725319612396597,-0.3727269820379044,-0.7579434273696362,0.09614704566448404,0.0020394541773938075,4.613794497326814,-1.7881515219642097e-06
3.56,-0.6728291137271465,-0.35362434955806044,-0.7567335115082051,0.09473002893262156,-0.673441896169674,-0.35521203283881697,-0.7577041031861358,0.09529681504137381,0.0020394938637335017,4.613794496053292,-1.789425043696724e-06
3.5625,-0.6736912309460418,-0.33606156076594923,-0.7564978725620541,0.09376775480161154,-0.6743079742198533,-0.3376423001582488,-0.7574670255650091,0.09435137588999679,0.0020393578425828224,4.613794493989302,-1.7914890335646305e-06
3.565,-0.6745093755516944,-0.31844680886141963,-0.7562647536230744,0.09271506537850681,-0.6751300618252304,-0.320020355025444,-0.7572324267746091,0.09331505456535164,0.002039038335344281,4.613794491543667,-1.79393466925859e-06
3.5675,-0.6752834211912487,-0.3007826647060107,-0.7560343745925845,0.09157628001201541,-0.675908031945651,-0.30234876851691206,-0.7570005280415365,0.09219217184726207,0.002038527650212271,4.6137944893553815,-1.796122954367263e-06
3.5700000000000003,-0.6760132480353657,-0.28307169945059507,-0.755806944326044,0.09035571293173107,-0.6766417640657749,-0.2846301117564242,-0.7567715395506394,0.09098704294037659,0.002037818157385403,4.6137944882696305,-1.7972087054118902e-06
3.5725000000000002,-0.6766987424425527,-0.26531648222985066,-0.755582661467859,0.08905767028085129,-0.6773311441676845,-0.26686695569556923,-0.7565456605154074,0.0897039772286724,0.0020369044519142135,4.613794488602415,-1.79687592094524e-06
3.575,-0.6773397965626401,-0.24751958098603244,-0.755361715294704,0.08768645078006011,-0.6779760640771849,-0.2490618680470917,-0.7563230807606119,0.08834727472269342,0.0020357793522319087,4.613794489559113,-1.7959192231131738e-06
3.5775,-0.6779363091311617,-0.2296835653576651,-0.7551442838733823,0.0862463498425842,-0.6785764218080671,-0.23121741813210384,-0.7561039797618332,0.08692123146571111,0.0020344360339741483,4.613794490745946,-1.7947323902589574e-06
3.58,-0.6784881853588982,-0.21181100304251627,-0.7549305344641404,0.08474165526154356,-0.6791321219254687,-0.21333617467032226,-0.7558885259626394,0.08543013747013807,0.0020328694642742324,4.613794491796639,-1.7936816965047342e-06
3.5825,-0.6789953369294836,-0.19390445977043438,-0.754720623527089,0.08317664717631329,-0.6796430754660684,-0.19542070443370815,-0.7556768770130983,0.08387827526077617,0.0020310750328570207,4.61379449241699,-1.7930613456229594e-06
3.585,-0.6794576819994034,-0.1759664993033488,-0.7545146967222027,0.08155559807252347,-0.6801091999380853,-0.17747357224646726,-0.7554691797697763,0.08226991987481659,0.002029048546891079,4.613794492421786,-1.793056549459493e-06
3.5875,-0.6798751451979961,-0.15799968343526977,-0.7543128889093207,0.07988277278205931,-0.6805304193212796,-0.15949734098504975,-0.7552655702957398,0.08060933886183975,0.002026786225869644,4.613794491759111,-1.7937192247075018e-06
3.59,-0.6802476576274524,-0.14000657199228855,-0.754115324148146,0.07816242848306107,-0.6809066640669524,-0.14149457157815043,-0.755066173860554,0.07890079228381545,0.002024284696548,4.613794490522693,-1.7949556427865332e-06
3.5925000000000002,-0.6805751568628156,-0.12198972283257395,-0.7539221156982459,0.07639881469992375,-0.6812378710979455,-0.12346782300670545,-0.7548711049402836,0.07714853271510237,0.002021540987959013,4.6137944889529425,-1.7965253933382996e-06
3.595,-0.6808575869519811,-0.10395169184638542,-0.7537333660190522,0.07459617330329837,-0.6815239838086414,-0.10541965230390485,-0.7546804672174928,0.07535680524244948,0.0020185525265278502,4.613794487427381,-1.7980509552373292e-06
3.5975,-0.681094898415697,-0.08589503295605372,-0.7535491667698604,0.07275873851009004,-0.6817649520649638,-0.08735261455517393,-0.7544943535812446,0.07352984746499407,0.00201531713130648,4.613794486440974,-1.799037361749356e-06
3.6,-0.6812870481558064,-0.06782229884195576,-0.753369599022266,0.0708907394572656,-0.6819607322043768,-0.06926926289818541,-0.7543128461271017,0.07167188949426305,0.002011831418981438,4.613794486453302,-1.7990250338328906e-06
3.6025,-0.6814339989383681,-0.049736044961625765,-0.753194734428532,0.06899641168028549,-0.6821112867286614,-0.05117215109421561,-0.7541360168606869,0.06978716246056742,0.0020080883916158607,4.613794487109234,-1.7983691016354442e-06
3.605,-0.6815357199471347,-0.03163882592801122,-0.7530246339561446,0.06707998366017871,-0.6822165841327318,-0.03306383503614876,-0.7539639280625816,0.06787989995322859,0.002004087446140433,4.613794487989888,-1.7974884478633157e-06
3.6075,-0.6815921868220216,-0.013533195902781847,-0.7528593478545227,0.06514568198340555,-0.682276599437534,-0.01494686937221052,-0.7537966311134568,0.06595432921633097,0.001999825882729613,4.613794488772454,-1.7967058818513237e-06
3.61,-0.6816033816302701,0.004578291149511374,-0.7526989157244964,0.06319773245022543,-0.6822913140924015,0.0031761913272440184,-0.7536341667432026,0.06401467710140583,0.0019953014847735443,4.613794489219061,-1.7962592746556538e-06
3.6125000000000003,-0.6815692928664465,0.02269308146143935,-0.7525433665183074,0.06124036007469668,-0.682260715975005,0.02130279256928612,-0.7534765650310454,0.06206517006915155,0.0019905125244073225,4.61379448919329,-1.7962850460406798e-06
3.615,-0.6814899154524425,0.04080862146268212,-0.7523927185396084,0.059277789084677845,-0.6821847993913527,0.03943037993840058,-0.7533238454055494,0.06011003418943499,0.0019854577665310586,4.613794488669919,-1.7968084167208076e-06
3.6175,-0.6813652507374754,0.05892235778004809,-0.7522469794434635,0.05731424292182566,-0.6820635650757896,0.05755639909650495,-0.7531760166446149,0.058153495141289424,0.0019801364723775936,4.613794487738132,-1.7977402038127366e-06
3.62,-0.6811953064980877,0.07703173723746118,-0.7521061462363484,0.05535394424159637,-0.6818970201909983,0.07567829578293667,-0.7530330768754795,0.05619977821291594,0.0019745484026586564,4.613794486598321,-1.7988800147250572e-06
3.6225,-0.6809800969381473,0.09513420685596394,-0.7519702052761497,0.05340111491324545,-0.6816851783279987,0.09379351581445639,-0.7528950135747176,0.05425310830168309,0.0019686938203120445,4.613794485552572,-1.799925763990018e-06
3.625,-0.6807196426888474,0.11322721385371792,-0.7518391322721656,0.05145997601982756,-0.6814280595061479,0.11189950508524776,-0.7527618035682404,0.052317709914126834,0.001962573492875334,4.613794484988818,-1.8004895174783542e-06
3.6275,-0.6804139706919845,0.13130820360613468,-0.7517128925151246,0.04953475401235995,-0.6811256901654796,0.12999370943767374,-0.7526334130457598,0.05039780759047776,0.0019561848209954094,4.6137944851455535,-1.8003327824089865e-06
3.63,-0.6800631140064777,0.14937461516088826,-0.751591441293639,0.04762969120683978,-0.6807781029086324,0.14807356982924014,-0.7525097980731561,0.048497639731786425,0.001949523506308632,4.61379448565963,-1.7998187056278425e-06
3.6325000000000003,-0.6796671121859197,0.1674238865268437,-0.7514747231229493,0.045749031160636444,-0.6803853366482027,0.16613652312965177,-0.7523909043376451,0.04662145310314529,0.0019425907851587443,4.6137944862464995,-1.7992318364079551e-06
3.6350000000000002,-0.6792260112288757,0.18545345390907067,-0.7513626718046845,0.04389702376000506,-0.67994743678413,0.18418000492286749,-0.75227666673959,0.04477349836129802,0.001935386684872185,4.613794486681113,-1.7987972231736649e-06
3.6375,-0.6787398635752178,0.20346075164943803,-0.7512552104336545,0.04207792543241326,-0.6794644551615145,0.20220144886549388,-0.7521670094609523,0.04295803296250356,0.0019279116160458142,4.613794486813471,-1.7986648650492043e-06
3.64,-0.6782087281061249,0.22144321222660063,-0.7511522513978494,0.040295999146542465,-0.6789364500706159,0.22019828668677244,-0.7520618459652919,0.0411793211625375,0.0019201663777864905,4.6137944865829015,-1.7988954343906016e-06
3.6425,-0.6776326701440826,0.2393982662560028,-0.7510536963784396,0.03855551441228761,-0.6783634862468543,0.23816794818858278,-0.7519610789977671,0.03944163401669173,0.0019121521629456117,4.6137944860246005,-1.7994537353516193e-06
3.645,-0.6770117614528838,0.25732334248987826,-0.7509594363497759,0.03686074728075712,-0.6777456348708102,0.2561078612454427,-0.7518646005851344,0.03774924937977442,0.0019038705633639612,4.613794485268037,-1.8002102990521962e-06
3.6475,-0.676346080237628,0.27521586781725005,-0.7508693515793898,0.03521598034427287,-0.6770829735682242,0.27401545180450815,-0.7517722920357488,0.036106451906110046,0.001895323575143532,4.613794484526735,-1.8009516011829874e-06
3.65,-0.6756357111447218,0.29307326726393057,-0.7507833116279928,0.03362550273637025,-0.676375586409997,0.29188814388557305,-0.7516840239395637,0.0345175330495394,0.0018865136039593095,4.613794484078893,-1.8013994429466607e-06
3.6525,-0.6748807452258023,0.3108929636376975,-0.7507011753889753,0.03209361173576562,-0.6756235639112796,0.30972335958353736,-0.751599656169031,0.032986791079966236,0.001877442488077384,4.613794484151738,-1.8013265981053905e-06
3.6550000000000002,-0.6740812798818154,0.3286723734103204,-0.7506227911490142,0.030624623106364567,-0.6748270029422851,0.3275185176118248,-0.7515190379728316,0.031518536310460844,0.0018681074038445007,4.613794484531474,-1.8009468618629398e-06
3.6575,-0.6732374190530677,0.34640890847593614,-0.750547996300601,0.029222864730045785,-0.6739860068306831,0.34527102959026357,-0.7514420078354294,0.03011709763579409,0.001858510460929376,4.613794484962276,-1.8005160598022485e-06
3.66,-0.6723492731662057,0.3640999792947117,-0.750476617350301,0.027892672064385025,-0.6731006854324565,0.3629783046325159,-0.7513683933159409,0.028786812771528447,0.0018486553001433158,4.613794485248403,-1.800229933124342e-06
3.6625,-0.6714169591285284,0.3817429949499259,-0.750408469924012,0.026638388169688734,-0.6721711550878077,0.38063775058041693,-0.7512980110794051,0.027532026883675974,0.0018385456969026717,4.613794485273073,-1.8002052630805565e-06
3.665,-0.6704406003279854,0.39933536314797186,-0.750343358766964,0.025464363708993805,-0.671197538621158,0.3982467740039775,-0.751230666896784,0.02635709258869805,0.001828185568807535,4.613794485011372,-1.8004669639637427e-06
3.6675,-0.6694203266331784,0.4168744902183578,-0.7502810777437195,0.024374956948067586,-0.6701799653411481,0.4158027802013844,-0.7511661556449621,0.025266369953505376,0.0018175789844346974,4.613794484529342,-1.8009489934911471e-06
3.67,-0.6683562743933602,0.4343577811137064,-0.7502214098381734,0.023374533755407843,-0.6691185710406378,0.4333031731990002,-0.7511042613067472,0.024264226495457987,0.001806730173399559,4.613794483968577,-1.8015097591472795e-06
3.6725,-0.6672485864384354,0.4517826394097552,-0.750164127153553,0.022467467602242795,-0.668013497996706,0.4507453557513634,-0.7510447569708693,0.023355037182365226,0.0017956435377456824,4.613794483515779,-1.8019625569465347e-06
3.6750000000000003,-0.6660974120783523,0.46914646732673293,-0.7501089909130205,0.021658139521278482,-0.6668648949706506,0.46812672934119137,-0.7509874048319812,0.022543184432485635,0.0017843236973723556,4.613794483356828,-1.8021215080210595e-06
3.6775,-0.6649029070492782,0.4864466675366807,-0.7500557514610128,0.020950935070644997,-0.6656729171904837,0.485444694801703,-0.7509319562038913,0.021833056932483642,0.0017727771179069562,4.613794483565215,-1.8019131209356942e-06
3.68,-0.6636652337064661,0.5036806375628367,-0.7500041479120322,0.02035025618499721,-0.6644377263556954,0.5026966524774562,-0.7508781513859634,0.021229050249902497,0.0017610032999176904,4.613794483915982,-1.8015623535205805e-06
3.6825,-0.6623845609601805,0.5208457744282339,-0.749953908295189,0.019860510956467212,-0.6631594908308018,0.5198799975454953,-0.7508257194004927,0.02073557602252176,0.0017490096525672098,4.613794484178217,-1.801300118842164e-06
3.685,-0.6610610641852045,0.5379394781637351,-0.7499047496734486,0.019486106541344687,-0.661838385467375,0.5369921276298547,-0.7507743782699756,0.020357046038565696,0.0017368048000497344,4.613794484220254,-1.801258082245738e-06
3.6875,-0.65969492522084,0.5549591518080323,-0.7498563781436312,0.019231449160076908,-0.6604745915801802,0.5540304436922988,-0.7507238350469494,0.020097870441820972,0.0017243972027029307,4.613794484018099,-1.8014602369831323e-06
3.69,-0.6582863323709076,0.5719022014076472,-0.7498084888364123,0.01910094409726873,-0.659068296947176,0.5709923500323226,-0.7506737858139919,0.01996245773163668,0.00171179517621968,4.613794483643908,-1.8018344274395304e-06
3.6925,-0.6568354804037465,0.5887660360169309,-0.749760765916322,0.01909899570168261,-0.6576196958095138,0.5878752542871515,-0.7506239156837219,0.019955214762924323,0.0016990069142142224,4.613794483234342,-1.8022439940423851e-06
3.6950000000000003,-0.6553425705522147,0.6055480676980669,-0.7497128825817462,0.019230007386238618,-0.6561289888715385,0.6046765674317442,-0.7505738987987991,0.020080546746157852,0.0016860405143318705,4.613794482938808,-1.802539528306113e-06
3.6975000000000002,-0.6538078105133138,0.6222457115341264,-0.749664501065527,0.019498381598814694,-0.6545963833007883,0.6213937037787808,-0.7505233983319238,0.02034285724737355,0.0016729040293894095,4.613794482848018,-1.8026303179041747e-06
3.7,-0.6522314143529153,0.6388563901857389,-0.7496152727413422,0.01990850966726308,-0.6530220927005452,0.6380240820172061,-0.7504720665270234,0.020746545858730318,0.0016596112153778812,4.613794483037912,-1.802440423581686e-06
3.7025,-0.6506136027972537,0.6553775279825923,-0.7495648375224431,0.02046478510733182,-0.6514063370871229,0.654565129155614,-0.7504195446267461,0.02129599939828439,0.0016461655263186631,4.61379448334796,-1.8021303755944018e-06
3.705,-0.6489546030746095,0.6718065546104628,-0.7495128242261034,0.021171595364407766,-0.6497493431934896,0.6710142721952602,-0.7503654623413992,0.021995610663277702,0.001632579630653192,4.613794483545726,-1.8019326102347577e-06
3.7075,-0.6472546487249875,0.6881409109444002,-0.7494588509142636,0.022033308764320476,-0.6480513441069939,0.6873689481909083,-0.7503094385497457,0.022849755837662442,0.0016188684856074643,4.613794483522599,-1.8019557366244499e-06
3.71,-0.6455139796001166,0.7043780490487275,-0.7494025248935308,0.023054274513342222,-0.6463125792151697,0.703626605947518,-0.7502510813941186,0.02386279068261552,0.0016050466068574,4.613794483287564,-1.8021907717269414e-06
3.7125,-0.6437328418634496,0.7205154321770414,-0.7493434427151788,0.024238822698187994,-0.6445332942057372,0.7197847060202447,-0.750189988280421,0.025039050536538585,0.001591128107916892,4.613794482939783,-1.8025385530862081e-06
3.715,-0.6419114879901637,0.7365505347722119,-0.7492811901751485,0.025591264286015478,-0.6427137410666028,0.7358407207144393,-0.7501257458781267,0.026382850315058,0.0015771267457233788,4.613794482620986,-1.8028573496309264e-06
3.7175000000000002,-0.6400501767671599,0.7524808424663851,-0.7492153423140472,0.027115891124425376,-0.6408541780858582,0.7517921340856517,-0.7500579301202794,0.02789848451102514,0.0015630559728052017,4.613794482448863,-1.8030294732795937e-06
3.72,-0.6381491732411401,0.7683038533880708,-0.7491454635189947,0.028816972852400133,-0.6389548698517822,0.7676364419396188,-0.749986106203493,0.02959022719451529,0.0015489310735231582,4.61379448246638,-1.803011955736622e-06
3.7225,-0.6362087485397441,0.7840170855102947,-0.7490711078143262,0.030698739414709186,-0.6370160870723955,0.7833711565853281,-0.7499098289381351,0.03146232072838215,0.0015347733476074384,4.613794482771576,-1.8027067598680446e-06
3.725,-0.6342291805359868,0.799618063184351,-0.7489918175028077,0.03276541282127567,-0.6350381067847544,0.7989938065314667,-0.7498286422370701,0.03351897628936863,0.0015205892216286424,4.613794483157151,-1.8023211847406628e-06
3.7275,-0.6322107531735508,0.8151043304079537,-0.7489071245807412,0.035021176018247134,-0.6330212126089271,0.8145019297755673,-0.7497420786403731,0.03576438989539144,0.0015064017283466262,4.613794483416025,-1.8020623109293865e-06
3.73,-0.6301537563318503,0.8304734538033152,-0.7488165510122436,0.03747016587165776,-0.6309656940856121,0.8298930873980636,-0.7496496606875294,0.038202710327969194,0.0014922336250921475,4.613794483432065,-1.8020462704271267e-06
3.7325,-0.628058485826031,0.845723022617146,-0.7487196087292469,0.04011647316742841,-0.6288718466612142,0.845164863896676,-0.7495509009476685,0.04083803834105937,0.0014781069168541615,4.61379448318491,-1.8022934256123335e-06
3.735,-0.6259252434069696,0.8608506487206552,-0.7486157996314984,0.04296414261136658,-0.6267399716878439,0.8603148671864115,-0.7494453020195655,0.0436744266610583,0.0014640429184789602,4.61379448274159,-1.8027367456596721e-06
3.7375000000000003,-0.6237543367612739,0.8758539666095525,-0.7485046155865598,0.04601717282916698,-0.6245703764233173,0.8753407285995667,-0.7493323565316399,0.04671587998680175,0.0014500623259757427,4.613794482237286,-1.8032410498136642e-06
3.74,-0.6215460795112844,0.8907306334040385,-0.7483855384298085,0.04927951636640935,-0.6223633740311576,0.8902401028857169,-0.749211547141956,0.049966354989562714,0.0014361852973828013,4.613794481847901,-1.8036304352264665e-06
3.7425,-0.6193007911660895,0.9054783296155023,-0.748258040070494,0.052755077769753925,-0.6201192835805928,0.905010668211732,-0.7490823465382233,0.05342976031305462,0.0014224326726248768,4.61379448174274,-1.803735595551359e-06
3.745,-0.6170187964307893,0.920094772112322,-0.7481215839541232,0.05644768099060839,-0.6178384298357216,0.9196501294672567,-0.7489442178947585,0.0571099482496933,0.0014088401339515685,4.613794481836982,-1.8036413536037799e-06
3.7475,-0.61470042676969,0.9345776937064383,-0.7479756216234686,0.06036112024033165,-0.6155211428830449,0.9341562276269824,-0.7487966156273457,0.06101069093761377,0.0013954145763973114,4.613794482209605,-1.8032687307822926e-06
3.75,-0.6123460193590964,0.9489248562382336,-0.7478195950472727,0.06449912751772408,-0.6131677596645263,0.9485267182927201,-0.7486389820424401,0.06513573427818295,0.0013821845638470945,4.613794482840545,-1.802637791037398e-06
3.7525,-0.6099559165816727,0.9631340578505695,-0.7476529377258426,0.06886535445190192,-0.610778622462725,0.9627593915098995,-0.7484707506875611,0.06948874832987344,0.0013691814346521356,4.613794483543609,-1.8019347267639318e-06
3.755,-0.6075304660264418,0.9772031329887859,-0.7474750746910509,0.07346337230229735,-0.6083540787061775,0.97685207453544,-0.7482913467776641,0.07407332035826217,0.00135643526725244,4.613794484049579,-1.8014287572754029e-06
3.7575000000000003,-0.6050700204887852,0.9911299524007039,-0.7472854225063346,0.07829667195865939,-0.6058944809693971,0.9908026318377516,-0.748100187195141,0.0788929548360314,0.001343974926475629,4.613794484092472,-1.8013858635868019e-06
3.7600000000000002,-0.6025749379704449,1.004912423136616,-0.7470833892666962,0.08336866394105028,-0.6034001869728756,1.0046089650967267,-0.7478966804898202,0.08395107344296515,0.001331828119359816,4.61379448350218,-1.8019761558463188e-06
3.7625,-0.6000455816795203,1.0185484885493006,-0.7468683745987028,0.08868267839985083,-0.6008715595830804,1.0182690132037537,-0.747680226878966,0.08925101506595443,0.0013200214607892828,4.613794482306755,-1.8031715809385673e-06
3.765,-0.5974823200304702,1.0320361282940127,-0.7466397696604866,0.09424196511575689,-0.5983089668124568,1.0317807522617077,-0.7474502182472793,0.09479603579899373,0.0013085805492599558,4.61379448084777,-1.8046305658714346e-06
3.7675,-0.5948855266441126,1.0453733583284854,-0.7463969571417449,0.10004969349978021,-0.5957127818194273,1.0451421955849527,-0.7472060381468975,0.10058930894318202,0.0012975300531158688,4.613794479912252,-1.8055660842009047e-06
3.77,-0.5922555792708388,1.0585582406419296,-0.7461393137313084,0.10610892524082739,-0.5930833829081554,1.0583513937011948,-0.7469470617979389,0.10663392500144807,0.001286905671229666,4.613794479193216,-1.806285119698714e-06
3.7725,-0.5895928607171106,1.0715888802142524,-0.7458662079357099,0.11242262260698543,-0.5904211519927389,1.0714064477065177,-0.7466726596210912,0.11293285361524949,0.0012767333550153875,4.613794478009291,-1.8074690446567843e-06
3.775,-0.5868977603339912,1.0844634109596838,-0.7455769966903084,0.11899368795934984,-0.5877264768216499,1.0843054962685832,-0.746382192054474,0.11948898034356055,0.001267028881641465,4.613794477886058,-1.8075922776361608e-06
3.7775,-0.5841706714885837,1.0971800151389766,-0.7452710311985041,0.12582490932026838,-0.5849997511025253,1.0970467120594956,-0.7460750093106486,0.12630511688556517,0.001257824641127859,4.613794479353755,-1.8061245805611748e-06
3.7800000000000002,-0.5814119915315943,1.1097369236253642,-0.7449476570064029,0.13291895962680517,-0.5822413724273883,1.1096283169896202,-0.7457504561842077,0.13338395776392828,0.0012491508552003217,4.6137944821296495,-1.8033486863799908e-06
3.7825,-0.5786221217973337,1.122132415904553,-0.7446062140028168,0.14027839673073564,-0.5794517422726493,1.1220485822075743,-0.7454078720517753,0.14072808032479084,0.0012410355289169668,4.613794485370814,-1.8001075217100038e-06
3.785,-0.5758014676037151,1.1343648200747354,-0.7442460364192636,0.1479056633985539,-0.5766312659991035,1.1343058281002405,-0.7450465908720064,0.14833994473777729,0.0012335044156581239,4.613794487953151,-1.7975251846991114e-06
3.7875,-0.5729504382522548,1.1464325128465802,-0.7438664528299671,0.15580308731146802,-0.5737803528519333,1.1463984242927578,-0.7446659411855875,0.1562218939959906,0.0012265809969319685,4.613794488778888,-1.7966994478868514e-06
3.79,-0.570069447028073,1.1583339195432363,-0.7434667861518572,0.16397288106540103,-0.5708994159607066,1.1583247896485234,-0.7442652461152363,0.1643761539160136,0.0012202864783626547,4.61379448711463,-1.7983637059515445e-06
3.7925,-0.5671589111998933,1.170067514100331,-0.7430463536445694,0.17241714217099102,-0.5679888723393781,1.1700833922691936,-0.7438438233657014,0.17280483313790881,0.001214639803091228,4.613794482961933,-1.8025164028045992e-06
3.795,-0.5642192520200422,1.1816318190659714,-0.7426044669104455,0.1811378530535912,-0.5650491428862885,1.1816727494946833,-0.7434009852237633,0.18150992312521852,0.0012096576836134352,4.6137944774622355,-1.8080161003908302e-06
3.7975,-0.5612508947244502,1.1930254056007434,-0.7421404318945328,0.19013688105326976,-0.5620806523841646,1.1930914279031655,-0.7429360385582331,0.19049329816496494,0.0012053546528325982,4.613794473337763,-1.8121405727100637e-06
3.8000000000000003,-0.5582542670489622,1.2042468962286152,-0.741653552501083,0.19941596450235316,-0.559083829500119,1.2043380433110742,-0.7424482848199535,0.19975671536765152,0.001201745506282006,4.613794471194976,-1.814283359991009e-06
3.8025,-0.5552297987511402,1.215294968253107,-0.7411431317506189,0.20897669744770803,-0.5560591052774817,1.2154112628630678,-0.7419370237360815,0.20930180213801666,0.0011988458179353404,4.613794465717157,-1.8197611790782275e-06
3.805,-0.5521779273543195,1.2261683435670643,-0.7406084578093858,0.21882058120791903,-0.5530069124832253,1.226309808171891,-0.741401554905158,0.21913004042016693,0.0011966605975519031,4.613794461517246,-1.8239610897197167e-06
3.8075,-0.5490990929322717,1.2368657959993783,-0.7400488167299131,0.22894898510278583,-0.5499276917904252,1.2370324471929253,-0.7408411626872055,0.22924281556186027,0.0011951975329465411,4.613794461448211,-1.8240301251637447e-06
3.81,-0.5459937378062226,1.247386151804038,-0.7394634931901699,0.23936314391576757,-0.5468218863311968,1.2475779996601373,-0.7402551295719761,0.23964138053497996,0.001194461952753958,4.613794466257926,-1.8192204098710363e-06
3.8125,-0.5428623065448516,1.2577282896601312,-0.7388517704935653,0.2500641578939828,-0.5436899413542226,1.2579453374901297,-0.7396427370184077,0.25032685341049443,0.0011944564102578646,4.613794475045911,-1.8104324253087611e-06
3.815,-0.5397052459642918,1.2678911406718438,-0.7382129305689475,0.26105299274820953,-0.5405323042247531,1.2681333847821419,-0.7390032654546219,0.2613002173584574,0.0011951806619073999,4.613794485750624,-1.7997277117487442e-06
3.8175,-0.5365230051281303,1.2778736883684603,-0.737546253970605,0.27233047965288515,-0.5373494244246064,1.278141117818049,-0.7383359942779258,0.2725623206480075,0.001196631674376834,4.6137944956657515,-1.7898125843629487e-06
3.8200000000000003,-0.5333160353474073,1.287674968704365,-0.7368510198782655,0.2838973152461087,-0.5341417535521679,1.2879675650623654,-0.7376402018548109,0.28411387664737103,0.0011988036599080566,4.613794501983547,-1.7834947891870456e-06
3.8225000000000002,-0.5300847901806186,1.2972940700590359,-0.7361265060970971,0.29575406162963225,-0.530909745322392,1.2976118071622351,-0.7369151655209542,0.29595546382385307,0.001201688138979229,4.613794502363097,-1.7831152385738847e-06
3.825,-0.5268297254337121,1.306730133237054,-0.735371989057707,0.3079011463688737,-0.5276538555667992,1.3070729769474445,-0.7361601615812166,0.30808752574385,0.0012052740286957917,4.6137944955209855,-1.7899573503399324e-06
3.8275,-0.5235512991600898,1.3159823514680973,-0.7345867438161423,0.3203388624929082,-0.5243745422334786,1.3163502594304144,-0.7353744653096442,0.3205103710728415,0.0012095477547143648,4.613794481841574,-1.80363676172135e-06
3.83,-0.5202499716606078,1.325049970406942,-0.7337700440538899,0.3330673684944704,-0.5210722653870864,1.3254428918062022,-0.7345573509494682,0.33322417357539247,0.0012144933840209495,4.6137944640038455,-1.8214744903488622e-06
3.8325,-0.5169262054835762,1.3339322881334632,-0.7329211620778764,0.3460866883299544,-0.5177474872088468,1.334350163452501,-0.7337080917131039,0.3462289721151528,0.0012200927755110157,4.613794447621387,-1.8378569492938368e-06
3.835,-0.5135804652691549,1.3426286545283852,-0.7320393692243661,0.3593967123331478,-0.5144006719965517,1.3430714159296409,-0.732825959782152,0.3595246706548577,0.0012263257201093373,4.613794441543074,-1.8439352622579008e-06
3.8375,-0.510213211460404,1.3511384436501856,-0.7311239522516774,0.3729972348528555,-0.5110322861645606,1.3516060429805878,-0.7319102263073978,0.37311103825632774,0.0012331709573788867,4.613794440448807,-1.845029529157216e-06
3.84,-0.5068249113798168,1.3594610926129478,-0.7301741848098011,0.38688789121987693,-0.507642793325606,1.359953467999475,-0.730960174265078,0.3869877432050358,0.001240610430897761,4.613794441337179,-1.8441411571146205e-06
3.8425000000000002,-0.5034160371109456,1.3675960974196644,-0.7291893329020395,0.4010681694238078,-0.504232659584427,1.3681131591216151,-0.729975084921486,0.40115432125602457,0.0012486206157506878,4.6137944468334116,-1.8386449243124048e-06
3.845,-0.4999870610085344,1.3755429960334393,-0.7281686665174648,0.41553743621268646,-0.5008023587673589,1.3760846552770856,-0.7289542242110068,0.4156101388213662,0.0012571760938561614,4.613794457465193,-1.8280131426351431e-06
3.8475,-0.49653845569851485,1.383301368377497,-0.7271114596309189,0.4302949370930087,-0.4973523648610718,1.383867536285287,-0.7278968623903934,0.43035444309727094,0.0012662514299454216,4.613794472163348,-1.8133149879417942e-06
3.85,-0.49307069407800924,1.3908708363351765,-0.7260169902030135,0.4453397963297179,-0.49388315199284877,1.3914614227717803,-0.726802274090134,0.44538636219724725,0.0012758210555856363,4.613794488749349,-1.7967289869247338e-06
3.8525,-0.4895842493153295,1.3982510637499326,-0.7248845401801297,0.46067101694620705,-0.4903951944305846,1.3988659761682884,-0.7256697383144516,0.46070490515210477,0.0012858591613570587,4.613794504403407,-1.7810749284308258e-06
3.855,-0.48607959484997754,1.4054417564253354,-0.7237133954944189,0.47628748072431953,-0.48688896658278663,1.4060808987126965,-0.724498538441304,0.4763089619099539,0.0012963395981543937,4.613794516106796,-1.7693715399502707e-06
3.8575,-0.4825572043926449,1.412442662125072,-0.722502846063802,0.4921879482043484,-0.48336494299857413,1.4131059334490517,-0.7232879622223837,0.4921973033362063,0.0013072357880965072,4.613794521051863,-1.764426472483649e-06
